sentence_id,sentence,notation,n_moves,winner
c_0,The board is empty.,,0,
c_1,Sujith is X and has gone for up and left from center; Seoyeon is O and has not moved yet.,X:TL,1,
c_1922,"Sujith is X and has taken top middle, top right corner, and below the center; Fergus is O and has taken middle and down and left from center.","X:TM,TR,BM O:C,BL",5,
c_1923,"Sujith is X and has gone for top middle, center, and bottom left corner; Goli is O and has gone for up and right from center and below the center.","X:TM,C,BL O:TR,BM",5,
c_1924,"Kim is X and has gone for above the center, center, and below the center; Sujith is O and has taken up and right from center and down and left from center.","X:TM,C,BM O:TR,BL",5,X
c_1925,"Goli is X and has taken above the center, bottom left corner, and bottom middle; Watson is O and has gone for top right corner and middle.","X:TM,BL,BM O:TR,C",5,
c_1926,"Wenjia is X and has taken up and right from center, middle, and bottom left corner; Fergus is O and has taken above the center and bottom middle.","X:TR,C,BL O:TM,BM",5,X
c_1927,"Goli is X and has gone for up and right from center, middle, and below the center; Wenjia is O and has taken above the center and down and left from center.","X:TR,C,BM O:TM,BL",5,
c_1928,"Goli is X and has taken up and right from center, down and left from center, and below the center; Watson is O and has taken above the center and center.","X:TR,BL,BM O:TM,C",5,
c_1929,"Kim is X and has taken middle, down and left from center, and below the center; Goli is O and has gone for top middle and top right corner.","X:C,BL,BM O:TM,TR",5,
c_1930,"Wang is X and has gone for top middle, up and right from center, and center; SONG is O and has gone for down and left from center and bottom right corner.","X:TM,TR,C O:BL,BR",5,
c_1931,"SONG is X and has taken above the center, up and right from center, and down and left from center; Fergus is O and has gone for center and bottom right corner.","X:TM,TR,BL O:C,BR",5,
c_1932,"Wang is X and has gone for above the center, top right corner, and bottom right corner; Watson is O and has taken center and bottom left corner.","X:TM,TR,BR O:C,BL",5,
c_1933,"Sujith is X and has gone for above the center, middle, and bottom left corner; Fergus is O and has gone for top right corner and bottom right corner.","X:TM,C,BL O:TR,BR",5,
c_1934,"Fergus is X and has gone for above the center, center, and bottom right corner; Wenjia is O and has gone for up and right from center and down and left from center.","X:TM,C,BR O:TR,BL",5,
c_1935,"Wenjia is X and has gone for top middle, bottom left corner, and down and right from center; Kim is O and has gone for up and right from center and middle.","X:TM,BL,BR O:TR,C",5,
c_1936,"Watson is X and has gone for up and right from center, middle, and bottom left corner; Zhenmao is O and has gone for top middle and down and right from center.","X:TR,C,BL O:TM,BR",5,X
c_1937,"Kim is X and has taken up and right from center, center, and bottom right corner; Wang is O and has taken above the center and bottom left corner.","X:TR,C,BR O:TM,BL",5,
c_1938,"SONG is X and has gone for top right corner, bottom left corner, and bottom right corner; Watson is O and has gone for top middle and center.","X:TR,BL,BR O:TM,C",5,
c_1939,"Sujith is X and has gone for center, bottom left corner, and down and right from center; Kim is O and has gone for top middle and up and right from center.","X:C,BL,BR O:TM,TR",5,
c_1940,"Zhenmao is X and has taken above the center, up and right from center, and middle; Kim is O and has gone for bottom middle and bottom right corner.","X:TM,TR,C O:BM,BR",5,
c_1941,"Fergus is X and has taken top middle, up and right from center, and below the center; SONG is O and has gone for middle and bottom right corner.","X:TM,TR,BM O:C,BR",5,
c_1942,"Fergus is X and has taken above the center, top right corner, and down and right from center; Wang is O and has gone for center and bottom middle.","X:TM,TR,BR O:C,BM",5,
c_1943,"Seoyeon is X and has taken top middle, center, and bottom middle; Zhenmao is O and has taken up and right from center and down and right from center.","X:TM,C,BM O:TR,BR",5,X
c_1944,"Fergus is X and has gone for above the center, middle, and bottom right corner; Seoyeon is O and has gone for up and right from center and below the center.","X:TM,C,BR O:TR,BM",5,
c_1945,"Wenjia is X and has gone for above the center, below the center, and down and right from center; SONG is O and has taken top right corner and middle.","X:TM,BM,BR O:TR,C",5,
c_1946,"Goli is X and has taken up and right from center, middle, and bottom middle; Sujith is O and has taken top middle and bottom right corner.","X:TR,C,BM O:TM,BR",5,
c_1947,"Goli is X and has taken top right corner, middle, and bottom right corner; Wang is O and has gone for top middle and bottom middle.","X:TR,C,BR O:TM,BM",5,
c_1948,"Fergus is X and has taken top right corner, bottom middle, and down and right from center; Goli is O and has gone for above the center and middle.","X:TR,BM,BR O:TM,C",5,
c_1949,"Watson is X and has gone for center, below the center, and down and right from center; Wenjia is O and has taken above the center and top right corner.","X:C,BM,BR O:TM,TR",5,
c_1950,"SONG is X and has gone for top middle, top right corner, and middle row right; Goli is O and has taken down and left from center and below the center.","X:TM,TR,MR O:BL,BM",5,
c_1951,"Wenjia is X and has taken top middle, up and right from center, and down and left from center; Watson is O and has taken right of centre and bottom middle.","X:TM,TR,BL O:MR,BM",5,
c_1952,"Kim is X and has taken top middle, top right corner, and bottom middle; Goli is O and has gone for middle row right and down and left from center.","X:TM,TR,BM O:MR,BL",5,
c_1953,"Zhenmao is X and has taken top middle, middle row right, and down and left from center; Goli is O and has taken up and right from center and bottom middle.","X:TM,MR,BL O:TR,BM",5,
c_1954,"Watson is X and has gone for above the center, middle row right, and bottom middle; Fergus is O and has gone for up and right from center and bottom left corner.","X:TM,MR,BM O:TR,BL",5,
c_1955,"Wang is X and has gone for top middle, down and left from center, and bottom middle; Sujith is O and has gone for top right corner and right of centre.","X:TM,BL,BM O:TR,MR",5,
c_1956,"Fergus is X and has gone for top right corner, middle row right, and down and left from center; Watson is O and has taken top middle and bottom middle.","X:TR,MR,BL O:TM,BM",5,
c_1957,"Wang is X and has taken up and right from center, right of centre, and below the center; SONG is O and has taken above the center and bottom left corner.","X:TR,MR,BM O:TM,BL",5,
c_1958,"Wenjia is X and has gone for up and right from center, down and left from center, and bottom middle; Seoyeon is O and has gone for top middle and middle row right.","X:TR,BL,BM O:TM,MR",5,
c_1959,"Wang is X and has taken right of centre, bottom left corner, and below the center; Seoyeon is O and has taken top middle and up and right from center.","X:MR,BL,BM O:TM,TR",5,
c_1960,"Zhenmao is X and has taken top middle, top right corner, and right of centre; Seoyeon is O and has gone for down and left from center and down and right from center.","X:TM,TR,MR O:BL,BR",5,
c_1961,"Wang is X and has gone for above the center, up and right from center, and bottom left corner; Wenjia is O and has taken right of centre and bottom right corner.","X:TM,TR,BL O:MR,BR",5,
c_1962,"SONG is X and has taken top middle, up and right from center, and bottom right corner; Wenjia is O and has gone for right of centre and bottom left corner.","X:TM,TR,BR O:MR,BL",5,
c_1963,"Seoyeon is X and has taken above the center, right of centre, and bottom left corner; Fergus is O and has gone for top right corner and down and right from center.","X:TM,MR,BL O:TR,BR",5,
c_1964,"Seoyeon is X and has taken top middle, middle row right, and bottom right corner; Wenjia is O and has taken top right corner and bottom left corner.","X:TM,MR,BR O:TR,BL",5,
c_1965,"Sujith is X and has gone for top middle, down and left from center, and bottom right corner; Kim is O and has taken up and right from center and right of centre.","X:TM,BL,BR O:TR,MR",5,
c_1966,"Zhenmao is X and has gone for top right corner, right of centre, and bottom left corner; Sujith is O and has gone for above the center and bottom right corner.","X:TR,MR,BL O:TM,BR",5,
c_1967,"Wenjia is X and has taken top right corner, right of centre, and bottom right corner; Kim is O and has taken above the center and down and left from center.","X:TR,MR,BR O:TM,BL",5,X
c_1968,"Goli is X and has gone for top right corner, bottom left corner, and down and right from center; Sujith is O and has gone for above the center and middle row right.","X:TR,BL,BR O:TM,MR",5,
c_1969,"SONG is X and has gone for right of centre, bottom left corner, and down and right from center; Kim is O and has gone for above the center and top right corner.","X:MR,BL,BR O:TM,TR",5,
c_1970,"Kim is X and has taken above the center, top right corner, and middle row right; SONG is O and has gone for bottom middle and bottom right corner.","X:TM,TR,MR O:BM,BR",5,
c_1971,"Sujith is X and has gone for top middle, up and right from center, and bottom middle; Seoyeon is O and has taken middle row right and down and right from center.","X:TM,TR,BM O:MR,BR",5,
c_1972,"Sujith is X and has taken above the center, top right corner, and down and right from center; Watson is O and has gone for middle row right and below the center.","X:TM,TR,BR O:MR,BM",5,
c_1973,"Wang is X and has taken top middle, middle row right, and bottom middle; Watson is O and has gone for top right corner and down and right from center.","X:TM,MR,BM O:TR,BR",5,
c_1974,"Seoyeon is X and has taken above the center, middle row right, and down and right from center; SONG is O and has taken up and right from center and bottom middle.","X:TM,MR,BR O:TR,BM",5,
c_1975,"SONG is X and has taken above the center, bottom middle, and down and right from center; Wenjia is O and has taken up and right from center and middle row right.","X:TM,BM,BR O:TR,MR",5,
c_1976,"Goli is X and has gone for up and right from center, right of centre, and below the center; Sujith is O and has gone for above the center and down and right from center.","X:TR,MR,BM O:TM,BR",5,
c_1977,"Sujith is X and has gone for up and right from center, middle row right, and down and right from center; Watson is O and has taken top middle and bottom middle.","X:TR,MR,BR O:TM,BM",5,X
c_1978,"Wenjia is X and has gone for up and right from center, below the center, and bottom right corner; Fergus is O and has taken above the center and right of centre.","X:TR,BM,BR O:TM,MR",5,
c_1979,"Wenjia is X and has taken right of centre, bottom middle, and down and right from center; Seoyeon is O and has gone for above the center and top right corner.","X:MR,BM,BR O:TM,TR",5,
c_1980,"Sujith is X and has taken above the center, top right corner, and bottom left corner; Fergus is O and has gone for below the center and bottom right corner.","X:TM,TR,BL O:BM,BR",5,
c_1981,"Wang is X and has gone for top middle, up and right from center, and below the center; SONG is O and has gone for down and left from center and bottom right corner.","X:TM,TR,BM O:BL,BR",5,
c_1982,"Wenjia is X and has gone for above the center, top right corner, and down and right from center; Zhenmao is O and has gone for down and left from center and bottom middle.","X:TM,TR,BR O:BL,BM",5,
c_1983,"Goli is X and has taken above the center, down and left from center, and bottom middle; Zhenmao is O and has gone for top right corner and down and right from center.","X:TM,BL,BM O:TR,BR",5,
c_1984,"SONG is X and has gone for top middle, bottom left corner, and bottom right corner; Watson is O and has gone for top right corner and bottom middle.","X:TM,BL,BR O:TR,BM",5,
c_1985,"Wenjia is X and has gone for above the center, bottom middle, and down and right from center; Zhenmao is O and has gone for up and right from center and bottom left corner.","X:TM,BM,BR O:TR,BL",5,
c_1986,"SONG is X and has taken top right corner, bottom left corner, and bottom middle; Seoyeon is O and has taken above the center and down and right from center.","X:TR,BL,BM O:TM,BR",5,
c_1987,"Wang is X and has taken up and right from center, down and left from center, and down and right from center; Seoyeon is O and has gone for above the center and below the center.","X:TR,BL,BR O:TM,BM",5,
c_1988,"Seoyeon is X and has taken top right corner, bottom middle, and bottom right corner; Fergus is O and has gone for top middle and down and left from center.","X:TR,BM,BR O:TM,BL",5,
c_1989,"Zhenmao is X and has taken down and left from center, below the center, and bottom right corner; Kim is O and has taken top middle and top right corner.","X:BL,BM,BR O:TM,TR",5,X
c_1990,"Seoyeon is X and has taken top middle, middle row left, and center; Watson is O and has taken middle row right and down and left from center.","X:TM,ML,C O:MR,BL",5,
c_1991,"Watson is X and has gone for above the center, middle row left, and middle row right; SONG is O and has gone for middle and bottom left corner.","X:TM,ML,MR O:C,BL",5,
c_1992,"Zhenmao is X and has taken above the center, middle row left, and down and left from center; Seoyeon is O and has taken center and middle row right.","X:TM,ML,BL O:C,MR",5,
c_1993,"Watson is X and has gone for above the center, middle, and middle row right; Seoyeon is O and has taken middle row left and bottom left corner.","X:TM,C,MR O:ML,BL",5,
c_1994,"Kim is X and has taken above the center, center, and bottom left corner; Watson is O and has gone for left of centre and middle row right.","X:TM,C,BL O:ML,MR",5,
c_1995,"Wenjia is X and has taken top middle, middle row right, and bottom left corner; Goli is O and has gone for left of centre and middle.","X:TM,MR,BL O:ML,C",5,
c_1996,"Watson is X and has gone for left of centre, center, and middle row right; Zhenmao is O and has taken top middle and down and left from center.","X:ML,C,MR O:TM,BL",5,X
c_1997,"Watson is X and has gone for left of centre, center, and down and left from center; Wenjia is O and has gone for top middle and right of centre.","X:ML,C,BL O:TM,MR",5,
c_1998,"Watson is X and has taken left of centre, right of centre, and down and left from center; Seoyeon is O and has gone for above the center and center.","X:ML,MR,BL O:TM,C",5,
c_1999,"Goli is X and has taken middle, middle row right, and down and left from center; Seoyeon is O and has taken top middle and left of centre.","X:C,MR,BL O:TM,ML",5,
c_2000,"Wang is X and has gone for top middle, middle row left, and center; Zhenmao is O and has gone for right of centre and bottom middle.","X:TM,ML,C O:MR,BM",5,
c_2001,"Zhenmao is X and has taken above the center, left of centre, and right of centre; Seoyeon is O and has gone for middle and bottom middle.","X:TM,ML,MR O:C,BM",5,
c_2002,"SONG is X and has gone for above the center, middle row left, and bottom middle; Zhenmao is O and has gone for center and middle row right.","X:TM,ML,BM O:C,MR",5,
c_2003,"Seoyeon is X and has gone for top middle, center, and right of centre; Zhenmao is O and has gone for middle row left and below the center.","X:TM,C,MR O:ML,BM",5,
c_2004,"Wang is X and has taken top middle, center, and below the center; Zhenmao is O and has taken middle row left and middle row right.","X:TM,C,BM O:ML,MR",5,X
c_2005,"Watson is X and has taken top middle, middle row right, and below the center; SONG is O and has taken left of centre and middle.","X:TM,MR,BM O:ML,C",5,
c_2006,"Seoyeon is X and has gone for left of centre, middle, and middle row right; Kim is O and has taken above the center and bottom middle.","X:ML,C,MR O:TM,BM",5,X
c_2007,"Seoyeon is X and has taken left of centre, middle, and bottom middle; Watson is O and has taken above the center and right of centre.","X:ML,C,BM O:TM,MR",5,
c_2008,"Seoyeon is X and has taken left of centre, right of centre, and bottom middle; Wenjia is O and has gone for above the center and middle.","X:ML,MR,BM O:TM,C",5,
c_2009,"Kim is X and has taken middle, middle row right, and bottom middle; Seoyeon is O and has taken above the center and middle row left.","X:C,MR,BM O:TM,ML",5,
c_2010,"Sujith is X and has gone for top middle, middle row left, and middle; Goli is O and has taken middle row right and down and right from center.","X:TM,ML,C O:MR,BR",5,
c_2011,"Wang is X and has taken above the center, left of centre, and middle row right; Seoyeon is O and has taken center and bottom right corner.","X:TM,ML,MR O:C,BR",5,
c_2012,"Kim is X and has gone for top middle, middle row left, and down and right from center; Wang is O and has taken middle and right of centre.","X:TM,ML,BR O:C,MR",5,
c_2013,"Sujith is X and has taken above the center, center, and middle row right; Goli is O and has gone for middle row left and down and right from center.","X:TM,C,MR O:ML,BR",5,
c_2014,"Kim is X and has gone for top middle, middle, and bottom right corner; Sujith is O and has gone for middle row left and right of centre.","X:TM,C,BR O:ML,MR",5,
c_2015,"SONG is X and has gone for above the center, right of centre, and down and right from center; Fergus is O and has gone for middle row left and center.","X:TM,MR,BR O:ML,C",5,
c_2016,"Wang is X and has gone for left of centre, middle, and middle row right; Watson is O and has gone for above the center and bottom right corner.","X:ML,C,MR O:TM,BR",5,X
c_2017,"Seoyeon is X and has taken left of centre, middle, and down and right from center; Watson is O and has taken above the center and middle row right.","X:ML,C,BR O:TM,MR",5,
c_2018,"Fergus is X and has taken middle row left, middle row right, and down and right from center; Goli is O and has gone for top middle and center.","X:ML,MR,BR O:TM,C",5,
c_2019,"Sujith is X and has gone for middle, right of centre, and down and right from center; Watson is O and has taken top middle and middle row left.","X:C,MR,BR O:TM,ML",5,
c_2020,"Kim is X and has gone for above the center, left of centre, and center; Goli is O and has taken bottom left corner and below the center.","X:TM,ML,C O:BL,BM",5,
c_2021,"Zhenmao is X and has taken top middle, left of centre, and bottom left corner; Sujith is O and has taken center and below the center.","X:TM,ML,BL O:C,BM",5,
c_2022,"Sujith is X and has taken top middle, middle row left, and bottom middle; Wang is O and has gone for center and bottom left corner.","X:TM,ML,BM O:C,BL",5,
c_2023,"SONG is X and has gone for top middle, middle, and bottom left corner; Fergus is O and has gone for left of centre and bottom middle.","X:TM,C,BL O:ML,BM",5,
c_2024,"Fergus is X and has taken top middle, middle, and bottom middle; Goli is O and has gone for middle row left and bottom left corner.","X:TM,C,BM O:ML,BL",5,X
c_2025,"Wang is X and has taken above the center, bottom left corner, and below the center; Goli is O and has taken middle row left and center.","X:TM,BL,BM O:ML,C",5,
c_2026,"Sujith is X and has taken middle row left, middle, and bottom left corner; Fergus is O and has gone for above the center and bottom middle.","X:ML,C,BL O:TM,BM",5,
c_2027,"Watson is X and has gone for left of centre, middle, and bottom middle; Fergus is O and has gone for above the center and bottom left corner.","X:ML,C,BM O:TM,BL",5,
c_2028,"SONG is X and has gone for middle row left, down and left from center, and below the center; Wenjia is O and has gone for top middle and center.","X:ML,BL,BM O:TM,C",5,
c_2029,"SONG is X and has taken center, down and left from center, and below the center; Seoyeon is O and has gone for top middle and middle row left.","X:C,BL,BM O:TM,ML",5,
c_2030,"Seoyeon is X and has taken above the center, left of centre, and center; Zhenmao is O and has taken bottom left corner and bottom right corner.","X:TM,ML,C O:BL,BR",5,
c_2031,"Zhenmao is X and has gone for top middle, left of centre, and bottom left corner; Kim is O and has gone for middle and down and right from center.","X:TM,ML,BL O:C,BR",5,
c_2032,"Sujith is X and has taken top middle, middle row left, and bottom right corner; Kim is O and has taken middle and down and left from center.","X:TM,ML,BR O:C,BL",5,
c_2033,"Fergus is X and has gone for above the center, center, and down and left from center; Wenjia is O and has gone for left of centre and down and right from center.","X:TM,C,BL O:ML,BR",5,
c_2034,"Zhenmao is X and has gone for top middle, middle, and down and right from center; Goli is O and has taken left of centre and down and left from center.","X:TM,C,BR O:ML,BL",5,
c_2035,"Fergus is X and has taken top middle, bottom left corner, and down and right from center; Goli is O and has gone for middle row left and middle.","X:TM,BL,BR O:ML,C",5,
c_2036,"Zhenmao is X and has gone for middle row left, center, and bottom left corner; Kim is O and has taken top middle and down and right from center.","X:ML,C,BL O:TM,BR",5,
c_2037,"Zhenmao is X and has gone for left of centre, center, and bottom right corner; Kim is O and has gone for top middle and down and left from center.","X:ML,C,BR O:TM,BL",5,
c_2038,"Seoyeon is X and has gone for middle row left, bottom left corner, and down and right from center; Zhenmao is O and has gone for above the center and center.","X:ML,BL,BR O:TM,C",5,
c_2039,"Sujith is X and has taken middle, bottom left corner, and bottom right corner; Kim is O and has gone for above the center and left of centre.","X:C,BL,BR O:TM,ML",5,
c_2040,"Fergus is X and has gone for top middle, middle row left, and center; SONG is O and has taken below the center and bottom right corner.","X:TM,ML,C O:BM,BR",5,
c_2041,"Watson is X and has gone for above the center, middle row left, and below the center; Seoyeon is O and has gone for center and down and right from center.","X:TM,ML,BM O:C,BR",5,
c_2042,"Seoyeon is X and has taken above the center, left of centre, and down and right from center; Wang is O and has gone for center and below the center.","X:TM,ML,BR O:C,BM",5,
c_2043,"Seoyeon is X and has taken above the center, middle, and below the center; Goli is O and has taken left of centre and bottom right corner.","X:TM,C,BM O:ML,BR",5,X
c_2044,"Seoyeon is X and has taken top middle, center, and down and right from center; Zhenmao is O and has gone for left of centre and below the center.","X:TM,C,BR O:ML,BM",5,
c_2045,"Goli is X and has taken top middle, below the center, and bottom right corner; Kim is O and has taken middle row left and middle.","X:TM,BM,BR O:ML,C",5,
c_2046,"Sujith is X and has taken middle row left, center, and bottom middle; Goli is O and has gone for top middle and bottom right corner.","X:ML,C,BM O:TM,BR",5,
c_2047,"Wenjia is X and has gone for middle row left, center, and bottom right corner; SONG is O and has gone for top middle and bottom middle.","X:ML,C,BR O:TM,BM",5,
c_2048,"Watson is X and has gone for middle row left, below the center, and down and right from center; Kim is O and has gone for above the center and middle.","X:ML,BM,BR O:TM,C",5,
c_2049,"Fergus is X and has taken center, bottom middle, and bottom right corner; Wang is O and has taken above the center and left of centre.","X:C,BM,BR O:TM,ML",5,
c_2050,"Goli is X and has taken top middle, middle row left, and right of centre; Seoyeon is O and has taken down and left from center and below the center.","X:TM,ML,MR O:BL,BM",5,
c_2051,"Goli is X and has taken top middle, left of centre, and bottom left corner; Watson is O and has taken right of centre and bottom middle.","X:TM,ML,BL O:MR,BM",5,
c_2052,"Watson is X and has taken above the center, left of centre, and below the center; Sujith is O and has gone for right of centre and down and left from center.","X:TM,ML,BM O:MR,BL",5,
c_2053,"Seoyeon is X and has taken above the center, middle row right, and down and left from center; Zhenmao is O and has taken middle row left and below the center.","X:TM,MR,BL O:ML,BM",5,
c_2054,"Goli is X and has taken top middle, middle row right, and below the center; SONG is O and has gone for middle row left and bottom left corner.","X:TM,MR,BM O:ML,BL",5,
c_2055,"Wenjia is X and has gone for top middle, bottom left corner, and bottom middle; Watson is O and has taken left of centre and right of centre.","X:TM,BL,BM O:ML,MR",5,
c_2056,"Seoyeon is X and has gone for middle row left, middle row right, and down and left from center; Watson is O and has gone for top middle and bottom middle.","X:ML,MR,BL O:TM,BM",5,
c_2057,"Wenjia is X and has gone for middle row left, middle row right, and below the center; Wang is O and has gone for top middle and bottom left corner.","X:ML,MR,BM O:TM,BL",5,
c_2058,"Wenjia is X and has taken left of centre, bottom left corner, and bottom middle; Sujith is O and has gone for top middle and middle row right.","X:ML,BL,BM O:TM,MR",5,
c_2059,"Watson is X and has taken right of centre, down and left from center, and bottom middle; Seoyeon is O and has taken top middle and left of centre.","X:MR,BL,BM O:TM,ML",5,
c_2060,"Wang is X and has gone for top middle, left of centre, and middle row right; SONG is O and has gone for bottom left corner and bottom right corner.","X:TM,ML,MR O:BL,BR",5,
c_2061,"Fergus is X and has taken top middle, left of centre, and down and left from center; Watson is O and has gone for middle row right and down and right from center.","X:TM,ML,BL O:MR,BR",5,
c_2062,"Watson is X and has taken above the center, middle row left, and down and right from center; Zhenmao is O and has taken right of centre and down and left from center.","X:TM,ML,BR O:MR,BL",5,
c_2063,"SONG is X and has gone for above the center, right of centre, and down and left from center; Wang is O and has gone for left of centre and bottom right corner.","X:TM,MR,BL O:ML,BR",5,
c_2064,"Wang is X and has gone for top middle, middle row right, and down and right from center; SONG is O and has gone for left of centre and down and left from center.","X:TM,MR,BR O:ML,BL",5,
c_2065,"Goli is X and has taken top middle, down and left from center, and down and right from center; Seoyeon is O and has gone for middle row left and middle row right.","X:TM,BL,BR O:ML,MR",5,
c_2066,"Watson is X and has taken middle row left, middle row right, and bottom left corner; Wang is O and has gone for top middle and down and right from center.","X:ML,MR,BL O:TM,BR",5,
c_2067,"Kim is X and has gone for left of centre, middle row right, and down and right from center; Zhenmao is O and has gone for top middle and down and left from center.","X:ML,MR,BR O:TM,BL",5,
c_2068,"SONG is X and has taken left of centre, bottom left corner, and bottom right corner; Watson is O and has taken above the center and middle row right.","X:ML,BL,BR O:TM,MR",5,
c_2069,"Wenjia is X and has taken right of centre, bottom left corner, and down and right from center; Wang is O and has taken top middle and middle row left.","X:MR,BL,BR O:TM,ML",5,
c_2070,"Sujith is X and has taken top middle, middle row left, and right of centre; Wang is O and has gone for bottom middle and bottom right corner.","X:TM,ML,MR O:BM,BR",5,
c_2071,"Kim is X and has gone for top middle, middle row left, and bottom middle; Seoyeon is O and has taken middle row right and down and right from center.","X:TM,ML,BM O:MR,BR",5,
c_2072,"Wang is X and has taken above the center, left of centre, and down and right from center; Goli is O and has gone for middle row right and below the center.","X:TM,ML,BR O:MR,BM",5,
c_2073,"Watson is X and has taken above the center, middle row right, and below the center; Zhenmao is O and has gone for middle row left and down and right from center.","X:TM,MR,BM O:ML,BR",5,
c_2074,"Wenjia is X and has taken above the center, right of centre, and bottom right corner; Wang is O and has taken middle row left and below the center.","X:TM,MR,BR O:ML,BM",5,
c_2075,"Goli is X and has taken above the center, bottom middle, and down and right from center; Sujith is O and has gone for middle row left and middle row right.","X:TM,BM,BR O:ML,MR",5,
c_2076,"Kim is X and has taken left of centre, right of centre, and bottom middle; SONG is O and has taken top middle and bottom right corner.","X:ML,MR,BM O:TM,BR",5,
c_2077,"Kim is X and has gone for middle row left, middle row right, and down and right from center; Wenjia is O and has taken above the center and below the center.","X:ML,MR,BR O:TM,BM",5,
c_2078,"SONG is X and has gone for left of centre, bottom middle, and bottom right corner; Wang is O and has taken above the center and middle row right.","X:ML,BM,BR O:TM,MR",5,
c_2079,"SONG is X and has taken right of centre, bottom middle, and bottom right corner; Seoyeon is O and has gone for above the center and left of centre.","X:MR,BM,BR O:TM,ML",5,
c_2080,"Wang is X and has taken above the center, left of centre, and down and left from center; SONG is O and has gone for below the center and down and right from center.","X:TM,ML,BL O:BM,BR",5,
c_2081,"Zhenmao is X and has taken top middle, middle row left, and below the center; Fergus is O and has gone for bottom left corner and down and right from center.","X:TM,ML,BM O:BL,BR",5,
c_2082,"Goli is X and has taken above the center, left of centre, and down and right from center; Kim is O and has taken down and left from center and below the center.","X:TM,ML,BR O:BL,BM",5,
c_2083,"Zhenmao is X and has gone for above the center, bottom left corner, and bottom middle; Wang is O and has gone for middle row left and down and right from center.","X:TM,BL,BM O:ML,BR",5,
c_2084,"Kim is X and has gone for above the center, down and left from center, and bottom right corner; Watson is O and has taken middle row left and bottom middle.","X:TM,BL,BR O:ML,BM",5,
c_2085,"SONG is X and has taken above the center, bottom middle, and bottom right corner; Zhenmao is O and has gone for left of centre and down and left from center.","X:TM,BM,BR O:ML,BL",5,
c_2086,"Fergus is X and has gone for middle row left, down and left from center, and bottom middle; Wenjia is O and has gone for above the center and bottom right corner.","X:ML,BL,BM O:TM,BR",5,
c_2087,"Fergus is X and has gone for left of centre, bottom left corner, and down and right from center; Goli is O and has taken above the center and below the center.","X:ML,BL,BR O:TM,BM",5,
c_2088,"Kim is X and has gone for middle row left, bottom middle, and down and right from center; Watson is O and has taken above the center and bottom left corner.","X:ML,BM,BR O:TM,BL",5,
c_2089,"Watson is X and has taken down and left from center, bottom middle, and down and right from center; Sujith is O and has gone for above the center and left of centre.","X:BL,BM,BR O:TM,ML",5,X
c_2090,"SONG is X and has taken top middle, middle, and right of centre; Seoyeon is O and has taken bottom left corner and below the center.","X:TM,C,MR O:BL,BM",5,
c_2091,"Watson is X and has gone for above the center, middle, and down and left from center; SONG is O and has gone for middle row right and bottom middle.","X:TM,C,BL O:MR,BM",5,
c_2092,"Wenjia is X and has taken top middle, middle, and below the center; Fergus is O and has gone for right of centre and down and left from center.","X:TM,C,BM O:MR,BL",5,X
c_2093,"Goli is X and has gone for top middle, right of centre, and down and left from center; Wang is O and has gone for middle and bottom middle.","X:TM,MR,BL O:C,BM",5,
c_2094,"SONG is X and has gone for above the center, middle row right, and bottom middle; Goli is O and has taken center and down and left from center.","X:TM,MR,BM O:C,BL",5,
c_2095,"Goli is X and has taken top middle, bottom left corner, and below the center; Wenjia is O and has taken middle and right of centre.","X:TM,BL,BM O:C,MR",5,
c_2096,"Wang is X and has gone for middle, right of centre, and down and left from center; Goli is O and has taken above the center and bottom middle.","X:C,MR,BL O:TM,BM",5,
c_2097,"Seoyeon is X and has taken center, right of centre, and bottom middle; Fergus is O and has taken top middle and bottom left corner.","X:C,MR,BM O:TM,BL",5,
c_2098,"Goli is X and has taken middle, down and left from center, and below the center; SONG is O and has taken top middle and right of centre.","X:C,BL,BM O:TM,MR",5,
c_2099,"SONG is X and has taken middle row right, bottom left corner, and below the center; Zhenmao is O and has taken above the center and center.","X:MR,BL,BM O:TM,C",5,
c_2100,"Seoyeon is X and has gone for top middle, center, and right of centre; Wang is O and has gone for down and left from center and down and right from center.","X:TM,C,MR O:BL,BR",5,
c_2101,"SONG is X and has taken top middle, middle, and bottom left corner; Kim is O and has gone for middle row right and down and right from center.","X:TM,C,BL O:MR,BR",5,
c_2102,"SONG is X and has taken top middle, middle, and bottom right corner; Wenjia is O and has taken middle row right and bottom left corner.","X:TM,C,BR O:MR,BL",5,
c_2103,"Zhenmao is X and has gone for above the center, middle row right, and down and left from center; Wenjia is O and has taken center and down and right from center.","X:TM,MR,BL O:C,BR",5,
c_2104,"Wang is X and has taken above the center, right of centre, and down and right from center; Watson is O and has taken middle and down and left from center.","X:TM,MR,BR O:C,BL",5,
c_2105,"Wenjia is X and has gone for above the center, down and left from center, and bottom right corner; Watson is O and has taken center and middle row right.","X:TM,BL,BR O:C,MR",5,
c_2106,"Fergus is X and has gone for center, middle row right, and bottom left corner; Kim is O and has taken top middle and down and right from center.","X:C,MR,BL O:TM,BR",5,
c_2107,"Goli is X and has taken center, right of centre, and down and right from center; Zhenmao is O and has gone for top middle and bottom left corner.","X:C,MR,BR O:TM,BL",5,
c_2108,"Zhenmao is X and has gone for middle, down and left from center, and down and right from center; Seoyeon is O and has taken top middle and middle row right.","X:C,BL,BR O:TM,MR",5,
