run_id,split,index,filename,sentence_id,n_moves,sentence
cnn3_glove,train,4336,c_4336.png,c_4336,7,"X is in top left, top center, middle left, and bottom right; O is in center, middle right, and bottom middle."
cnn3_glove,train,1803,c_1803.png,c_1803,5,"X is in top center, center left, and center; O is in upper right and bottom left."
cnn3_glove,train,2635,c_2635.png,c_2635,6,"top left, top middle, and middle right has X; upper right, bottom left, and bottom center has O."
cnn3_glove,train,3788,c_3788.png,c_3788,6,"top right, middle right, and bottom middle has X; middle left, center, and lower right has O."
cnn3_glove,train,1222,c_1222.png,c_1222,5,"There is X in upper left, top center, and bottom right and O in upper right and bottom left."
cnn3_glove,train,1031,c_1031.png,c_1031,4,middle left and bottom center has X; center and lower right has O.
cnn3_glove,train,3768,c_3768.png,c_3768,6,"upper right, center, and middle right has X; center left, lower left, and bottom right has O."
cnn3_glove,train,5027,c_5027.png,c_5027,8,"X is in upper right, center left, middle, and lower right; O is in top left, top middle, lower left, and bottom center."
cnn3_glove,train,2962,c_2962.png,c_2962,6,"X is in middle, bottom left, and bottom center; O is in upper left, top middle, and bottom right."
cnn3_glove,train,1983,c_1983.png,c_1983,5,"top middle, lower left, and bottom middle has X; top right and lower right has O."
cnn3_glove,train,3575,c_3575.png,c_3575,6,"There is X in top right, middle, and center right and O in top center, bottom left, and bottom right."
cnn3_glove,train,2577,c_2577.png,c_2577,6,"X is in top middle, top right, and bottom right; O is in upper left, middle, and center right."
cnn3_glove,train,702,c_702.png,c_702,4,top middle and middle right has X; top right and middle has O.
cnn3_glove,train,995,c_995.png,c_995,4,X is in upper right and bottom middle; O is in lower left and bottom right.
cnn3_glove,train,2131,c_2131.png,c_2131,5,"X is in top middle, middle right, and bottom middle; O is in lower left and lower right."
cnn3_glove,train,375,c_375.png,c_375,4,X is in middle left and middle; O is in upper left and top middle.
cnn3_glove,train,4585,c_4585.png,c_4585,7,"X is in upper right, middle left, lower left, and bottom middle; O is in top left, middle right, and bottom right."
cnn3_glove,train,3235,c_3235.png,c_3235,6,"X is in middle, bottom middle, and bottom right; O is in top left, upper right, and bottom left."
cnn3_glove,train,1324,c_1324.png,c_1324,5,"top left, middle left, and bottom right has X; top middle and lower left has O."
cnn3_glove,train,1613,c_1613.png,c_1613,5,"top left, middle right, and bottom left has X; upper right and bottom right has O."
cnn3_glove,train,2857,c_2857.png,c_2857,6,"top left, top center, and lower right has X; middle left, center right, and bottom middle has O."
cnn3_glove,train,3704,c_3704.png,c_3704,6,"There is X in center left, lower left, and lower right and O in top center, middle, and bottom middle."
cnn3_glove,train,1020,c_1020.png,c_1020,4,There is X in center left and bottom center and O in center and bottom left.
cnn3_glove,train,2324,c_2324.png,c_2324,5,"center left, bottom left, and bottom right has X; center and bottom middle has O."
cnn3_glove,train,1993,c_1993.png,c_1993,5,"There is X in top middle, center, and center right and O in middle left and lower left."
cnn3_glove,train,3951,c_3951.png,c_3951,7,"top right, middle left, center, and center right has X; top left, top middle, and bottom right has O."
cnn3_glove,train,897,c_897.png,c_897,4,X is in center and bottom center; O is in upper right and middle left.
cnn3_glove,train,2202,c_2202.png,c_2202,5,"X is in upper right, middle left, and bottom middle; O is in center right and lower left."
cnn3_glove,train,1132,c_1132.png,c_1132,5,"upper left, top center, and bottom right has X; top right and center left has O."
cnn3_glove,train,4673,c_4673.png,c_4673,7,"X is in top right, center left, lower left, and bottom middle; O is in top center, center, and center right."
cnn3_glove,train,387,c_387.png,c_387,4,X is in middle left and bottom left; O is in top left and top middle.
cnn3_glove,train,2389,c_2389.png,c_2389,6,"X is in upper left, upper right, and middle; O is in top center, middle left, and bottom middle."
cnn3_glove,train,4564,c_4564.png,c_4564,7,"There is X in center, lower left, bottom middle, and bottom right and O in upper left, upper right, and center left."
cnn3_glove,train,364,c_364.png,c_364,4,X is in upper left and top middle; O is in top right and lower right.
cnn3_glove,train,3123,c_3123.png,c_3123,6,"X is in top right, bottom left, and bottom right; O is in upper left, center left, and center right."
cnn3_glove,train,4794,c_4794.png,c_4794,7,"top right, lower left, bottom center, and lower right has X; top middle, center left, and center right has O."
cnn3_glove,train,4278,c_4278.png,c_4278,7,"X is in upper left, top center, middle left, and bottom middle; O is in middle, middle right, and bottom left."
cnn3_glove,train,3548,c_3548.png,c_3548,6,"X is in top center, top right, and center right; O is in center, bottom left, and bottom middle."
cnn3_glove,train,262,c_262.png,c_262,3,X is in upper right and middle right; O is in bottom right.
cnn3_glove,train,4725,c_4725.png,c_4725,7,"top center, center right, bottom middle, and lower right has X; top right, middle left, and middle has O."
cnn3_glove,train,4822,c_4822.png,c_4822,7,"X is in top right, bottom left, bottom center, and lower right; O is in top center, middle, and middle right."
cnn3_glove,train,3212,c_3212.png,c_3212,6,"There is X in top right, middle, and bottom right and O in upper left, middle right, and bottom middle."
cnn3_glove,train,4729,c_4729.png,c_4729,7,"top right, center left, middle right, and bottom middle has X; top center, middle, and bottom right has O."
cnn3_glove,train,2338,c_2338.png,c_2338,5,"center right, bottom middle, and bottom right has X; middle left and lower left has O."
cnn3_glove,train,5185,c_5185.png,c_5185,8,"There is X in middle, center right, bottom left, and lower right and O in upper left, upper right, middle left, and bottom middle."
cnn3_glove,train,2397,c_2397.png,c_2397,6,"top middle, center left, and middle has X; upper left, upper right, and bottom middle has O."
cnn3_glove,train,3402,c_3402.png,c_3402,6,"top middle, middle left, and bottom right has X; top right, middle, and center right has O."
cnn3_glove,train,812,c_812.png,c_812,4,There is X in middle left and lower right and O in top middle and bottom left.
cnn3_glove,train,4009,c_4009.png,c_4009,7,"upper left, top center, middle, and lower right has X; upper right, center left, and bottom middle has O."
cnn3_glove,train,328,c_328.png,c_328,3,There is X in center right and bottom center and O in lower right.
cnn3_glove,train,2200,c_2200.png,c_2200,5,"There is X in upper right, middle left, and middle right and O in bottom left and bottom middle."
cnn3_glove,train,233,c_233.png,c_233,3,upper right and middle right has X; middle left has O.
cnn3_glove,train,1145,c_1145.png,c_1145,5,"X is in upper left, middle, and center right; O is in top center and top right."
cnn3_glove,train,2808,c_2808.png,c_2808,6,"There is X in top middle, center left, and bottom middle and O in upper left, middle, and lower right."
cnn3_glove,train,1405,c_1405.png,c_1405,5,"X is in upper left, lower left, and bottom center; O is in top center and center right."
cnn3_glove,train,440,c_440.png,c_440,4,X is in top center and lower right; O is in top left and center right.
cnn3_glove,train,539,c_539.png,c_539,4,X is in top left and bottom left; O is in top right and bottom right.
cnn3_glove,train,2393,c_2393.png,c_2393,6,"X is in upper left, center, and bottom middle; O is in top center, upper right, and middle left."
cnn3_glove,train,2900,c_2900.png,c_2900,6,"X is in upper left, center right, and bottom center; O is in top center, middle, and lower left."
cnn3_glove,train,971,c_971.png,c_971,4,There is X in top right and bottom middle and O in center and bottom right.
cnn3_glove,train,264,c_264.png,c_264,3,There is X in middle right and bottom right and O in upper right.
cnn3_glove,train,3807,c_3807.png,c_3807,6,"upper right, bottom center, and lower right has X; center left, middle, and bottom left has O."
cnn3_glove,train,4114,c_4114.png,c_4114,7,"X is in top right, middle left, bottom middle, and lower right; O is in top left, top middle, and center right."
cnn3_glove,train,2078,c_2078.png,c_2078,5,"middle left, bottom middle, and lower right has X; top middle and middle right has O."
cnn3_glove,train,1769,c_1769.png,c_1769,5,"middle right, bottom middle, and lower right has X; upper left and middle has O."
cnn3_glove,train,728,c_728.png,c_728,4,upper right and bottom left has X; top middle and center right has O.
cnn3_glove,train,860,c_860.png,c_860,4,X is in center right and bottom center; O is in top center and bottom left.
cnn3_glove,train,4030,c_4030.png,c_4030,7,"X is in upper right, middle left, bottom middle, and bottom right; O is in top left, top middle, and middle."
cnn3_glove,train,4139,c_4139.png,c_4139,7,"top right, center left, lower left, and bottom center has X; upper left, top middle, and bottom right has O."
cnn3_glove,train,3577,c_3577.png,c_3577,6,"There is X in top right, center right, and bottom left and O in top middle, center, and lower right."
cnn3_glove,train,3896,c_3896.png,c_3896,7,"X is in upper right, center left, middle right, and lower left; O is in upper left, top center, and middle."
cnn3_glove,train,3895,c_3895.png,c_3895,7,"There is X in upper right, center left, middle, and lower left and O in top left, top center, and center right."
cnn3_glove,train,1516,c_1516.png,c_1516,5,"X is in top right, center left, and bottom left; O is in top left and bottom middle."
cnn3_glove,train,1533,c_1533.png,c_1533,5,"There is X in top left, middle left, and bottom middle and O in top right and bottom right."
cnn3_glove,train,4846,c_4846.png,c_4846,7,"X is in middle left, middle, lower left, and lower right; O is in top center, center right, and bottom middle."
cnn3_glove,train,2625,c_2625.png,c_2625,6,"There is X in upper left, bottom middle, and lower right and O in top center, upper right, and middle."
cnn3_glove,train,4900,c_4900.png,c_4900,8,"X is in top left, middle, middle right, and bottom center; O is in top center, top right, middle left, and bottom left."
cnn3_glove,train,3616,c_3616.png,c_3616,6,"X is in center, bottom left, and lower right; O is in top middle, top right, and bottom center."
cnn3_glove,train,1109,c_1109.png,c_1109,5,"upper right, middle left, and middle right has X; top left and top center has O."
cnn3_glove,train,3709,c_3709.png,c_3709,6,"top center, middle left, and center right has X; lower left, bottom center, and bottom right has O."
cnn3_glove,train,2717,c_2717.png,c_2717,6,"X is in top center, middle left, and middle; O is in upper left, middle right, and bottom left."
cnn3_glove,train,3185,c_3185.png,c_3185,6,"top left, top right, and middle right has X; center, lower left, and lower right has O."
cnn3_glove,train,2830,c_2830.png,c_2830,6,"X is in top center, lower left, and bottom center; O is in top left, middle left, and middle right."
cnn3_glove,train,149,c_149.png,c_149,3,top left and lower left has X; middle right has O.
cnn3_glove,train,908,c_908.png,c_908,4,middle left and lower left has X; top right and middle right has O.
cnn3_glove,train,688,c_688.png,c_688,4,There is X in top middle and top right and O in middle left and bottom center.
cnn3_glove,train,3574,c_3574.png,c_3574,6,"There is X in top center, bottom left, and lower right and O in upper right, center, and center right."
cnn3_glove,train,1057,c_1057.png,c_1057,4,X is in bottom left and bottom center; O is in middle left and lower right.
cnn3_glove,train,2269,c_2269.png,c_2269,5,"There is X in center right, bottom middle, and bottom right and O in top right and center."
cnn3_glove,train,4325,c_4325.png,c_4325,7,"There is X in top middle, center left, middle right, and bottom right and O in top left, middle, and lower left."
cnn3_glove,train,4477,c_4477.png,c_4477,7,"X is in top right, middle, center right, and lower left; O is in top left, center left, and bottom middle."
cnn3_glove,train,665,c_665.png,c_665,4,X is in top left and bottom middle; O is in bottom left and lower right.
cnn3_glove,train,4356,c_4356.png,c_4356,7,"top middle, middle, middle right, and bottom center has X; top left, center left, and lower right has O."
cnn3_glove,train,1042,c_1042.png,c_1042,4,There is X in center left and center right and O in lower left and bottom right.
cnn3_glove,train,4760,c_4760.png,c_4760,7,"upper right, middle, bottom middle, and lower right has X; top middle, middle left, and lower left has O."
cnn3_glove,train,5061,c_5061.png,c_5061,8,"top center, top right, lower left, and bottom right has X; top left, center left, middle right, and bottom center has O."
cnn3_glove,train,2822,c_2822.png,c_2822,6,"X is in top left, middle right, and lower left; O is in top middle, middle left, and bottom center."
cnn3_glove,train,2913,c_2913.png,c_2913,6,"There is X in top left, top center, and bottom left and O in center, middle right, and bottom right."
cnn3_glove,train,3936,c_3936.png,c_3936,7,"There is X in top left, top right, middle, and bottom right and O in top middle, center left, and center right."
cnn3_glove,train,5258,c_5258.png,c_5258,9,"top center, top right, center right, bottom left, and bottom right has X; upper left, middle left, middle, and bottom middle has O."
cnn3_glove,train,2146,c_2146.png,c_2146,5,"center left, middle, and middle right has X; upper right and bottom left has O."
cnn3_glove,train,3603,c_3603.png,c_3603,6,"X is in top center, top right, and bottom center; O is in center, bottom left, and bottom right."
cnn3_glove,train,4092,c_4092.png,c_4092,7,"X is in upper left, top right, middle left, and center right; O is in top center, bottom middle, and lower right."
cnn3_glove,train,1520,c_1520.png,c_1520,5,"There is X in upper left, top right, and middle left and O in bottom left and bottom right."
cnn3_glove,train,2247,c_2247.png,c_2247,5,"X is in center, middle right, and bottom middle; O is in top right and bottom left."
cnn3_glove,train,2160,c_2160.png,c_2160,5,"upper right, middle left, and center has X; middle right and lower right has O."
cnn3_glove,train,2908,c_2908.png,c_2908,6,"There is X in middle, center right, and bottom middle and O in top left, top center, and lower left."
cnn3_glove,train,3027,c_3027.png,c_3027,6,"upper left, center, and middle right has X; top right, center left, and bottom right has O."
cnn3_glove,train,2336,c_2336.png,c_2336,5,"middle right, lower left, and bottom center has X; middle left and lower right has O."
cnn3_glove,train,2703,c_2703.png,c_2703,6,"There is X in top middle, bottom left, and bottom right and O in upper left, upper right, and bottom center."
cnn3_glove,train,743,c_743.png,c_743,4,X is in top middle and lower left; O is in top right and bottom middle.
cnn3_glove,train,2681,c_2681.png,c_2681,6,"top center, upper right, and center right has X; upper left, bottom center, and lower right has O."
cnn3_glove,train,618,c_618.png,c_618,4,There is X in top left and bottom center and O in center and middle right.
cnn3_glove,train,392,c_392.png,c_392,4,X is in top center and bottom middle; O is in top left and center left.
cnn3_glove,train,3002,c_3002.png,c_3002,6,"upper left, upper right, and center has X; center left, center right, and bottom center has O."
cnn3_glove,train,2700,c_2700.png,c_2700,6,"top middle, top right, and bottom middle has X; upper left, lower left, and bottom right has O."
cnn3_glove,train,3418,c_3418.png,c_3418,6,"X is in top center, middle left, and center; O is in upper right, lower left, and bottom center."
cnn3_glove,train,2783,c_2783.png,c_2783,6,"upper left, top center, and lower right has X; center left, center, and bottom left has O."
cnn3_glove,train,3050,c_3050.png,c_3050,6,"X is in upper right, bottom left, and bottom middle; O is in upper left, center left, and center."
cnn3_glove,train,1092,c_1092.png,c_1092,5,"upper left, top center, and center has X; upper right and middle left has O."
cnn3_glove,train,135,c_135.png,c_135,3,There is X in middle left and bottom right and O in upper left.
cnn3_glove,train,4400,c_4400.png,c_4400,7,"X is in upper left, top middle, bottom center, and bottom right; O is in middle left, middle right, and lower left."
cnn3_glove,train,3412,c_3412.png,c_3412,6,"There is X in center left, center right, and bottom right and O in top middle, upper right, and center."
cnn3_glove,train,766,c_766.png,c_766,4,X is in top center and middle left; O is in center and bottom left.
cnn3_glove,train,2443,c_2443.png,c_2443,6,"There is X in upper left, upper right, and middle right and O in top middle, center left, and bottom center."
cnn3_glove,train,1119,c_1119.png,c_1119,5,"There is X in upper right, center left, and bottom left and O in top left and top middle."
cnn3_glove,train,3593,c_3593.png,c_3593,6,"X is in upper right, middle, and bottom middle; O is in top center, middle right, and lower right."
cnn3_glove,train,1068,c_1068.png,c_1068,4,center and bottom right has X; middle right and lower left has O.
cnn3_glove,train,839,c_839.png,c_839,4,top middle and lower left has X; middle and bottom center has O.
cnn3_glove,train,3852,c_3852.png,c_3852,6,"There is X in middle left, middle, and bottom left and O in center right, bottom center, and bottom right."
cnn3_glove,train,4047,c_4047.png,c_4047,7,"X is in top middle, upper right, middle left, and middle right; O is in upper left, lower left, and bottom middle."
cnn3_glove,train,991,c_991.png,c_991,4,middle right and bottom middle has X; upper right and lower right has O.
cnn3_glove,train,5249,c_5249.png,c_5249,9,"upper left, middle, lower left, bottom center, and lower right has X; top center, upper right, middle left, and center right has O."
cnn3_glove,train,848,c_848.png,c_848,4,X is in center and lower right; O is in top center and lower left.
cnn3_glove,train,1872,c_1872.png,c_1872,5,"There is X in top center, upper right, and lower right and O in middle left and lower left."
cnn3_glove,train,4863,c_4863.png,c_4863,7,"There is X in top right, middle left, lower left, and bottom right and O in center, middle right, and bottom center."
cnn3_glove,train,4630,c_4630.png,c_4630,7,"top left, center left, middle right, and lower right has X; middle, lower left, and bottom center has O."
cnn3_glove,train,5147,c_5147.png,c_5147,8,"center left, middle right, lower left, and bottom middle has X; top left, top middle, middle, and bottom right has O."
cnn3_glove,train,3192,c_3192.png,c_3192,6,"top left, lower left, and bottom right has X; upper right, middle, and center right has O."
cnn3_glove,train,1632,c_1632.png,c_1632,5,"X is in top left, upper right, and bottom right; O is in bottom left and bottom middle."
cnn3_glove,train,1348,c_1348.png,c_1348,5,"There is X in top center, center right, and lower left and O in upper left and center."
cnn3_glove,train,2106,c_2106.png,c_2106,5,"X is in center, center right, and lower left; O is in top center and lower right."
cnn3_glove,train,1124,c_1124.png,c_1124,5,"There is X in upper left, top right, and bottom middle and O in top center and center left."
cnn3_glove,train,3595,c_3595.png,c_3595,6,"top right, center right, and bottom middle has X; top middle, center, and bottom right has O."
cnn3_glove,train,3238,c_3238.png,c_3238,6,"top left, top right, and bottom middle has X; center right, lower left, and lower right has O."
cnn3_glove,train,5195,c_5195.png,c_5195,8,"There is X in top center, upper right, center right, and bottom center and O in center left, middle, bottom left, and lower right."
cnn3_glove,train,1034,c_1034.png,c_1034,4,center and bottom right has X; center left and bottom center has O.
cnn3_glove,train,4556,c_4556.png,c_4556,7,"top right, middle left, middle, and lower right has X; top left, bottom left, and bottom middle has O."
cnn3_glove,train,884,c_884.png,c_884,4,X is in center left and center right; O is in top right and center.
cnn3_glove,train,5092,c_5092.png,c_5092,8,"X is in top left, center, lower left, and bottom center; O is in top center, top right, middle right, and lower right."
cnn3_glove,train,506,c_506.png,c_506,4,X is in upper right and bottom center; O is in top left and middle.
cnn3_glove,train,3389,c_3389.png,c_3389,6,"upper right, middle left, and bottom middle has X; top middle, center, and middle right has O."
cnn3_glove,train,4364,c_4364.png,c_4364,7,"There is X in upper left, top middle, middle left, and lower right and O in center, lower left, and bottom middle."
cnn3_glove,train,1943,c_1943.png,c_1943,5,"top middle, center, and bottom center has X; top right and bottom right has O."
cnn3_glove,train,2517,c_2517.png,c_2517,6,"There is X in top left, top right, and lower right and O in top center, center left, and bottom middle."
cnn3_glove,train,2564,c_2564.png,c_2564,6,"top right, middle, and bottom center has X; top left, top middle, and middle right has O."
cnn3_glove,train,733,c_733.png,c_733,4,There is X in top right and middle right and O in top middle and bottom middle.
cnn3_glove,train,2275,c_2275.png,c_2275,5,"There is X in upper right, bottom middle, and bottom right and O in middle and bottom left."
cnn3_glove,train,1314,c_1314.png,c_1314,5,"There is X in top left, center left, and bottom middle and O in top middle and lower left."
cnn3_glove,train,3430,c_3430.png,c_3430,6,"middle left, lower left, and bottom middle has X; top middle, upper right, and center has O."
cnn3_glove,train,2875,c_2875.png,c_2875,6,"There is X in upper left, top center, and bottom left and O in center left, bottom middle, and lower right."
cnn3_glove,train,724,c_724.png,c_724,4,X is in top center and top right; O is in center right and lower left.
cnn3_glove,train,4284,c_4284.png,c_4284,7,"There is X in top left, middle left, middle, and center right and O in top center, bottom left, and bottom center."
cnn3_glove,train,2081,c_2081.png,c_2081,5,"X is in top middle, center left, and bottom middle; O is in lower left and bottom right."
cnn3_glove,train,38,c_38.png,c_38,2,X is in top center; O is in lower right.
cnn3_glove,train,693,c_693.png,c_693,4,X is in middle left and bottom center; O is in top center and top right.
cnn3_glove,train,4593,c_4593.png,c_4593,7,"There is X in center left, center right, bottom center, and bottom right and O in upper left, top right, and lower left."
cnn3_glove,train,511,c_511.png,c_511,4,X is in upper right and center; O is in top left and bottom right.
cnn3_glove,train,4970,c_4970.png,c_4970,8,"X is in upper left, upper right, middle right, and bottom middle; O is in top middle, middle left, center, and lower right."
cnn3_glove,train,407,c_407.png,c_407,4,X is in upper left and middle; O is in top middle and lower left.
cnn3_glove,train,3137,c_3137.png,c_3137,6,"X is in top left, bottom middle, and lower right; O is in upper right, middle left, and middle right."
cnn3_glove,train,4792,c_4792.png,c_4792,7,"There is X in top right, middle right, lower left, and lower right and O in top middle, center left, and bottom middle."
cnn3_glove,train,961,c_961.png,c_961,4,center and lower left has X; upper right and bottom center has O.
cnn3_glove,train,4670,c_4670.png,c_4670,7,"top right, middle left, center, and lower left has X; top middle, center right, and bottom center has O."
cnn3_glove,train,4654,c_4654.png,c_4654,7,"X is in top middle, upper right, middle left, and bottom center; O is in center, center right, and lower left."
cnn3_glove,train,3403,c_3403.png,c_3403,6,"There is X in top center, middle, and center right and O in upper right, center left, and lower right."
cnn3_glove,train,2434,c_2434.png,c_2434,6,"There is X in top middle, center right, and bottom left and O in upper left, upper right, and middle left."
cnn3_glove,train,5058,c_5058.png,c_5058,8,"top middle, top right, center left, and lower right has X; upper left, middle right, bottom left, and bottom center has O."
cnn3_glove,train,3330,c_3330.png,c_3330,6,"There is X in top left, bottom left, and bottom middle and O in center left, middle right, and lower right."
cnn3_glove,train,4773,c_4773.png,c_4773,7,"X is in top middle, top right, lower left, and bottom middle; O is in center left, middle right, and bottom right."
cnn3_glove,train,771,c_771.png,c_771,4,There is X in middle and lower left and O in top center and center left.
cnn3_glove,train,725,c_725.png,c_725,4,top center and center right has X; upper right and bottom left has O.
cnn3_glove,train,3970,c_3970.png,c_3970,7,"X is in top center, upper right, center left, and bottom center; O is in top left, middle, and bottom left."
cnn3_glove,train,4549,c_4549.png,c_4549,7,"top left, center left, center, and lower right has X; top right, bottom left, and bottom center has O."
cnn3_glove,train,826,c_826.png,c_826,4,top center and middle has X; center right and bottom middle has O.
cnn3_glove,train,4663,c_4663.png,c_4663,7,"X is in top middle, middle left, center right, and lower left; O is in top right, center, and bottom center."
cnn3_glove,train,671,c_671.png,c_671,4,top center and middle left has X; upper right and center has O.
cnn3_glove,train,220,c_220.png,c_220,3,There is X in top middle and lower left and O in bottom center.
cnn3_glove,train,313,c_313.png,c_313,3,center and bottom left has X; bottom center has O.
cnn3_glove,train,5016,c_5016.png,c_5016,8,"X is in top middle, upper right, center left, and lower right; O is in top left, middle, lower left, and bottom center."
cnn3_glove,train,2235,c_2235.png,c_2235,5,"X is in top right, bottom middle, and bottom right; O is in center left and lower left."
cnn3_glove,train,1767,c_1767.png,c_1767,5,"center, middle right, and bottom right has X; top left and bottom center has O."
cnn3_glove,train,1802,c_1802.png,c_1802,5,"top middle, top right, and lower left has X; center left and center has O."
cnn3_glove,train,4880,c_4880.png,c_4880,7,"X is in middle, lower left, bottom center, and bottom right; O is in upper right, center left, and center right."
cnn3_glove,train,4674,c_4674.png,c_4674,7,"There is X in top right, center, middle right, and bottom left and O in top center, middle left, and bottom middle."
cnn3_glove,train,2466,c_2466.png,c_2466,6,"upper left, center right, and lower right has X; top middle, top right, and center left has O."
cnn3_glove,train,4536,c_4536.png,c_4536,7,"X is in center left, center right, bottom middle, and lower right; O is in top left, top right, and middle."
cnn3_glove,train,4239,c_4239.png,c_4239,7,"X is in top center, upper right, lower left, and lower right; O is in upper left, center, and bottom center."
cnn3_glove,train,3741,c_3741.png,c_3741,6,"middle, bottom left, and lower right has X; top middle, center right, and bottom middle has O."
cnn3_glove,train,4688,c_4688.png,c_4688,7,"X is in top middle, top right, center right, and lower right; O is in center left, center, and bottom left."
cnn3_glove,train,2248,c_2248.png,c_2248,5,"middle, bottom left, and bottom center has X; upper right and center right has O."
cnn3_glove,train,4011,c_4011.png,c_4011,7,"top left, top right, center left, and center has X; top center, bottom middle, and bottom right has O."
cnn3_glove,train,1739,c_1739.png,c_1739,5,"X is in lower left, bottom middle, and lower right; O is in top left and middle left."
cnn3_glove,train,5034,c_5034.png,c_5034,8,"There is X in upper left, top middle, middle left, and bottom right and O in upper right, middle right, bottom left, and bottom middle."
cnn3_glove,train,1422,c_1422.png,c_1422,5,"top left, top center, and bottom right has X; middle right and bottom middle has O."
cnn3_glove,train,413,c_413.png,c_413,4,top left and middle has X; top middle and bottom middle has O.
cnn3_glove,train,3166,c_3166.png,c_3166,6,"upper left, upper right, and center right has X; center, bottom left, and bottom center has O."
cnn3_glove,train,324,c_324.png,c_324,3,There is X in lower left and bottom center and O in center right.
cnn3_glove,train,3862,c_3862.png,c_3862,6,"center, middle right, and bottom middle has X; middle left, bottom left, and lower right has O."
cnn3_glove,train,1250,c_1250.png,c_1250,5,"top left, top middle, and middle left has X; middle and bottom left has O."
cnn3_glove,train,0,c_0.png,c_0,0,The board is empty.
cnn3_glove,train,714,c_714.png,c_714,4,top center and bottom center has X; upper right and center has O.
cnn3_glove,train,1664,c_1664.png,c_1664,5,"There is X in upper left, middle, and lower right and O in center left and middle right."
cnn3_glove,train,4416,c_4416.png,c_4416,7,"X is in top middle, center right, lower left, and lower right; O is in upper left, middle left, and bottom middle."
cnn3_glove,train,206,c_206.png,c_206,3,X is in top middle and bottom center; O is in center.
cnn3_glove,train,4369,c_4369.png,c_4369,7,"upper left, top center, bottom left, and lower right has X; center left, center, and bottom center has O."
cnn3_glove,train,1296,c_1296.png,c_1296,5,"There is X in top middle, center left, and center right and O in upper left and bottom center."
cnn3_glove,train,232,c_232.png,c_232,3,There is X in top right and center left and O in center right.
cnn3_glove,train,3664,c_3664.png,c_3664,6,"center left, center, and lower left has X; top center, middle right, and bottom right has O."
cnn3_glove,train,2048,c_2048.png,c_2048,5,"X is in center left, bottom middle, and bottom right; O is in top center and middle."
cnn3_glove,train,4782,c_4782.png,c_4782,7,"X is in top middle, middle right, bottom left, and bottom right; O is in top right, middle left, and bottom center."
cnn3_glove,train,5116,c_5116.png,c_5116,8,"X is in upper left, top middle, center, and center right; O is in center left, bottom left, bottom middle, and lower right."
cnn3_glove,train,3914,c_3914.png,c_3914,7,"There is X in top middle, upper right, center left, and center right and O in top left, center, and bottom center."
cnn3_glove,train,2896,c_2896.png,c_2896,6,"X is in top left, middle, and middle right; O is in top middle, lower left, and bottom center."
cnn3_glove,train,4984,c_4984.png,c_4984,8,"top middle, upper right, middle right, and bottom center has X; top left, middle left, middle, and lower right has O."
cnn3_glove,train,4211,c_4211.png,c_4211,7,"X is in top middle, top right, center, and bottom center; O is in upper left, middle right, and lower right."
cnn3_glove,train,1755,c_1755.png,c_1755,5,"X is in top left, lower left, and lower right; O is in center and center right."
cnn3_glove,train,2272,c_2272.png,c_2272,5,"There is X in upper right, middle, and bottom right and O in bottom left and bottom center."
cnn3_glove,train,3673,c_3673.png,c_3673,6,"top middle, middle left, and middle has X; middle right, bottom center, and bottom right has O."
cnn3_glove,train,3116,c_3116.png,c_3116,6,"X is in top left, center right, and lower left; O is in upper right, center left, and lower right."
cnn3_glove,train,1238,c_1238.png,c_1238,5,"X is in top center, bottom center, and bottom right; O is in top left and upper right."
cnn3_glove,train,827,c_827.png,c_827,4,X is in top middle and center right; O is in middle and bottom center.
cnn3_glove,train,547,c_547.png,c_547,4,top right and bottom center has X; top left and lower right has O.
cnn3_glove,train,1429,c_1429.png,c_1429,5,"X is in center right, bottom center, and lower right; O is in top left and top center."
cnn3_glove,train,4471,c_4471.png,c_4471,7,"X is in top right, middle left, center, and middle right; O is in upper left, lower left, and bottom middle."
cnn3_glove,train,4622,c_4622.png,c_4622,7,"X is in middle, middle right, bottom middle, and lower right; O is in upper left, upper right, and bottom left."
cnn3_glove,train,851,c_851.png,c_851,4,There is X in top center and bottom center and O in middle and lower right.
cnn3_glove,train,4587,c_4587.png,c_4587,7,"X is in upper right, center left, bottom middle, and lower right; O is in top left, middle right, and bottom left."
cnn3_glove,train,1758,c_1758.png,c_1758,5,"middle, lower left, and bottom right has X; top left and middle right has O."
cnn3_glove,train,1277,c_1277.png,c_1277,5,"There is X in top center, middle left, and lower right and O in top left and center."
cnn3_glove,train,2850,c_2850.png,c_2850,6,"There is X in middle left, center right, and lower left and O in upper left, top center, and bottom right."
cnn3_glove,train,2950,c_2950.png,c_2950,6,"There is X in top left, top center, and bottom middle and O in middle, lower left, and bottom right."
cnn3_glove,train,3978,c_3978.png,c_3978,7,"There is X in top right, center left, middle, and bottom center and O in upper left, top center, and lower left."
cnn3_glove,train,4275,c_4275.png,c_4275,7,"upper left, top middle, center left, and center has X; middle right, lower left, and bottom middle has O."
cnn3_glove,train,69,c_69.png,c_69,2,X is in bottom right; O is in middle.
cnn3_glove,train,1576,c_1576.png,c_1576,5,"top right, center, and bottom left has X; upper left and bottom center has O."
cnn3_glove,train,4245,c_4245.png,c_4245,7,"There is X in upper right, bottom left, bottom middle, and lower right and O in top left, top middle, and middle."
cnn3_glove,train,1961,c_1961.png,c_1961,5,"X is in top center, top right, and bottom left; O is in center right and lower right."
