run_id,image_id,img_path,sentence_id,true_sentence,n_moves,error
LLM-openrouter-sbert,c_581.png,D:\Users\git-repo\1\src\data\images\type-c\c_581.png,c_581,There is X in upper left and center right and O in middle left and bottom middle.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3536.png,D:\Users\git-repo\1\src\data\images\type-c\c_3536.png,c_3536,"X is in top middle, lower left, and lower right; O is in upper right, middle left, and bottom center.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3500.png,D:\Users\git-repo\1\src\data\images\type-c\c_3500.png,c_3500,"X is in top right, center left, and middle right; O is in top middle, lower left, and bottom right.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4662.png,D:\Users\git-repo\1\src\data\images\type-c\c_4662.png,c_4662,"top center, middle left, center, and bottom center has X; top right, center right, and bottom left has O.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_735.png,D:\Users\git-repo\1\src\data\images\type-c\c_735.png,c_735,X is in middle right and bottom center; O is in top middle and top right.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2881.png,D:\Users\git-repo\1\src\data\images\type-c\c_2881.png,c_2881,"There is X in top left, bottom left, and lower right and O in top center, center left, and bottom center.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4876.png,D:\Users\git-repo\1\src\data\images\type-c\c_4876.png,c_4876,"There is X in center left, bottom left, bottom center, and bottom right and O in top right, center, and center right.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_551.png,D:\Users\git-repo\1\src\data\images\type-c\c_551.png,c_551,There is X in upper left and middle and O in middle left and middle right.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2726.png,D:\Users\git-repo\1\src\data\images\type-c\c_2726.png,c_2726,"There is X in top left, top middle, and middle left and O in center, center right, and bottom center.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_341.png,D:\Users\git-repo\1\src\data\images\type-c\c_341.png,c_341,top left and top right has X; top middle and middle has O.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4461.png,D:\Users\git-repo\1\src\data\images\type-c\c_4461.png,c_4461,"There is X in top left, upper right, middle right, and bottom left and O in center left, middle, and bottom middle.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_1711.png,D:\Users\git-repo\1\src\data\images\type-c\c_1711.png,c_1711,"There is X in upper left, center left, and bottom left and O in middle right and bottom right.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_5163.png,D:\Users\git-repo\1\src\data\images\type-c\c_5163.png,c_5163,"There is X in upper left, middle, middle right, and bottom left and O in top right, middle left, bottom middle, and lower right.",8,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4656.png,D:\Users\git-repo\1\src\data\images\type-c\c_4656.png,c_4656,"top center, top right, middle, and bottom left has X; center left, center right, and bottom center has O.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4552.png,D:\Users\git-repo\1\src\data\images\type-c\c_4552.png,c_4552,"upper left, middle, bottom center, and bottom right has X; top right, middle left, and bottom left has O.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_1440.png,D:\Users\git-repo\1\src\data\images\type-c\c_1440.png,c_1440,"top left, top right, and center left has X; center and center right has O.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2195.png,D:\Users\git-repo\1\src\data\images\type-c\c_2195.png,c_2195,"upper right, bottom middle, and bottom right has X; middle left and middle has O.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_1458.png,D:\Users\git-repo\1\src\data\images\type-c\c_1458.png,c_1458,"There is X in top right, center, and lower left and O in upper left and center left.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_1909.png,D:\Users\git-repo\1\src\data\images\type-c\c_1909.png,c_1909,"X is in middle, center right, and bottom center; O is in top center and upper right.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_524.png,D:\Users\git-repo\1\src\data\images\type-c\c_524.png,c_524,There is X in upper right and bottom center and O in top left and middle right.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3512.png,D:\Users\git-repo\1\src\data\images\type-c\c_3512.png,c_3512,"X is in top center, upper right, and lower right; O is in middle left, center right, and bottom middle.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2745.png,D:\Users\git-repo\1\src\data\images\type-c\c_2745.png,c_2745,"There is X in top left, top middle, and center and O in middle left, middle right, and lower right.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2332.png,D:\Users\git-repo\1\src\data\images\type-c\c_2332.png,c_2332,"X is in middle left, center right, and lower right; O is in lower left and bottom center.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4566.png,D:\Users\git-repo\1\src\data\images\type-c\c_4566.png,c_4566,"X is in top left, upper right, middle left, and bottom center; O is in center right, bottom left, and bottom right.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3964.png,D:\Users\git-repo\1\src\data\images\type-c\c_3964.png,c_3964,"There is X in top left, upper right, bottom left, and bottom center and O in top middle, middle left, and middle.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2623.png,D:\Users\git-repo\1\src\data\images\type-c\c_2623.png,c_2623,"upper left, upper right, and lower right has X; top center, middle, and bottom center has O.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_301.png,D:\Users\git-repo\1\src\data\images\type-c\c_301.png,c_301,X is in middle left and bottom center; O is in lower right.,3,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3386.png,D:\Users\git-repo\1\src\data\images\type-c\c_3386.png,c_3386,"top center, center right, and bottom middle has X; upper right, center left, and middle has O.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3700.png,D:\Users\git-repo\1\src\data\images\type-c\c_3700.png,c_3700,"There is X in center left, center, and bottom left and O in top middle, bottom center, and lower right.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4873.png,D:\Users\git-repo\1\src\data\images\type-c\c_4873.png,c_4873,"X is in middle left, center, bottom center, and lower right; O is in top right, center right, and lower left.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_949.png,D:\Users\git-repo\1\src\data\images\type-c\c_949.png,c_949,X is in center and middle right; O is in upper right and bottom center.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4608.png,D:\Users\git-repo\1\src\data\images\type-c\c_4608.png,c_4608,"X is in top left, center, bottom left, and bottom right; O is in upper right, middle right, and bottom middle.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3636.png,D:\Users\git-repo\1\src\data\images\type-c\c_3636.png,c_3636,"X is in top middle, middle left, and middle; O is in center right, bottom left, and bottom middle.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_645.png,D:\Users\git-repo\1\src\data\images\type-c\c_645.png,c_645,X is in bottom middle and lower right; O is in upper left and middle.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_825.png,D:\Users\git-repo\1\src\data\images\type-c\c_825.png,c_825,X is in center right and bottom left; O is in top middle and middle.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_271.png,D:\Users\git-repo\1\src\data\images\type-c\c_271.png,c_271,X is in upper right and bottom middle; O is in lower right.,3,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2694.png,D:\Users\git-repo\1\src\data\images\type-c\c_2694.png,c_2694,"There is X in top left, top right, and bottom middle and O in top middle, lower left, and bottom right.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4393.png,D:\Users\git-repo\1\src\data\images\type-c\c_4393.png,c_4393,"upper left, top center, middle left, and bottom middle has X; middle right, lower left, and lower right has O.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3351.png,D:\Users\git-repo\1\src\data\images\type-c\c_3351.png,c_3351,"There is X in middle, center right, and bottom left and O in upper left, bottom middle, and bottom right.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3073.png,D:\Users\git-repo\1\src\data\images\type-c\c_3073.png,c_3073,"X is in upper left, upper right, and middle; O is in center left, bottom center, and bottom right.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_5186.png,D:\Users\git-repo\1\src\data\images\type-c\c_5186.png,c_5186,"middle, center right, bottom middle, and bottom right has X; top left, top right, middle left, and bottom left has O.",8,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3920.png,D:\Users\git-repo\1\src\data\images\type-c\c_3920.png,c_3920,"top middle, middle left, center, and bottom center has X; upper left, top right, and middle right has O.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3348.png,D:\Users\git-repo\1\src\data\images\type-c\c_3348.png,c_3348,"There is X in top left, bottom left, and bottom middle and O in middle, center right, and lower right.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2335.png,D:\Users\git-repo\1\src\data\images\type-c\c_2335.png,c_2335,"middle left, bottom center, and bottom right has X; center right and lower left has O.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4042.png,D:\Users\git-repo\1\src\data\images\type-c\c_4042.png,c_4042,"top left, upper right, middle right, and bottom center has X; top center, middle left, and bottom left has O.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3889.png,D:\Users\git-repo\1\src\data\images\type-c\c_3889.png,c_3889,"top center, upper right, middle right, and bottom left has X; upper left, center left, and center has O.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3651.png,D:\Users\git-repo\1\src\data\images\type-c\c_3651.png,c_3651,"center, center right, and bottom middle has X; top center, middle left, and bottom left has O.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4865.png,D:\Users\git-repo\1\src\data\images\type-c\c_4865.png,c_4865,"There is X in top right, middle, center right, and lower left and O in center left, bottom center, and lower right.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3503.png,D:\Users\git-repo\1\src\data\images\type-c\c_3503.png,c_3503,"X is in top right, center right, and lower left; O is in top center, center left, and lower right.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2013.png,D:\Users\git-repo\1\src\data\images\type-c\c_2013.png,c_2013,"There is X in top center, center, and middle right and O in middle left and lower right.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_829.png,D:\Users\git-repo\1\src\data\images\type-c\c_829.png,c_829,middle and center right has X; top center and bottom middle has O.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2571.png,D:\Users\git-repo\1\src\data\images\type-c\c_2571.png,c_2571,"X is in upper left, upper right, and middle right; O is in top middle, center, and lower right.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_1570.png,D:\Users\git-repo\1\src\data\images\type-c\c_1570.png,c_1570,"X is in upper left, upper right, and middle; O is in bottom left and bottom middle.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_813.png,D:\Users\git-repo\1\src\data\images\type-c\c_813.png,c_813,There is X in lower left and bottom right and O in top middle and middle left.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3911.png,D:\Users\git-repo\1\src\data\images\type-c\c_3911.png,c_3911,"There is X in upper left, center left, center right, and bottom middle and O in top center, top right, and middle.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_5002.png,D:\Users\git-repo\1\src\data\images\type-c\c_5002.png,c_5002,"There is X in upper left, top middle, bottom center, and lower right and O in upper right, middle left, middle, and bottom left.",8,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_1976.png,D:\Users\git-repo\1\src\data\images\type-c\c_1976.png,c_1976,"top right, center right, and bottom center has X; top middle and bottom right has O.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3311.png,D:\Users\git-repo\1\src\data\images\type-c\c_3311.png,c_3311,"X is in top left, middle, and bottom middle; O is in center left, lower left, and bottom right.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2730.png,D:\Users\git-repo\1\src\data\images\type-c\c_2730.png,c_2730,"X is in top left, middle left, and center; O is in top center, middle right, and bottom center.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2890.png,D:\Users\git-repo\1\src\data\images\type-c\c_2890.png,c_2890,"There is X in middle left, lower left, and lower right and O in upper left, top middle, and bottom center.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_5019.png,D:\Users\git-repo\1\src\data\images\type-c\c_5019.png,c_5019,"top middle, upper right, bottom middle, and lower right has X; top left, middle left, middle, and bottom left has O.",8,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4330.png,D:\Users\git-repo\1\src\data\images\type-c\c_4330.png,c_4330,"There is X in middle left, center, lower left, and bottom right and O in upper left, top middle, and middle right.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4059.png,D:\Users\git-repo\1\src\data\images\type-c\c_4059.png,c_4059,"top right, middle right, bottom left, and bottom center has X; upper left, top middle, and middle left has O.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4025.png,D:\Users\git-repo\1\src\data\images\type-c\c_4025.png,c_4025,"X is in top center, middle left, center, and bottom center; O is in top left, upper right, and lower right.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3925.png,D:\Users\git-repo\1\src\data\images\type-c\c_3925.png,c_3925,"X is in top right, middle left, middle right, and bottom middle; O is in upper left, top center, and center.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_650.png,D:\Users\git-repo\1\src\data\images\type-c\c_650.png,c_650,X is in middle right and bottom center; O is in upper left and lower left.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4072.png,D:\Users\git-repo\1\src\data\images\type-c\c_4072.png,c_4072,"There is X in top left, center left, middle right, and lower right and O in top center, top right, and lower left.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_100.png,D:\Users\git-repo\1\src\data\images\type-c\c_100.png,c_100,There is X in upper left and top middle and O in bottom right.,3,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3693.png,D:\Users\git-repo\1\src\data\images\type-c\c_3693.png,c_3693,"top center, center left, and bottom middle has X; middle, bottom left, and bottom right has O.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_5173.png,D:\Users\git-repo\1\src\data\images\type-c\c_5173.png,c_5173,"X is in top right, middle left, bottom left, and bottom middle; O is in upper left, middle, center right, and lower right.",8,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4134.png,D:\Users\git-repo\1\src\data\images\type-c\c_4134.png,c_4134,"There is X in top middle, upper right, lower left, and bottom right and O in upper left, center left, and bottom center.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2620.png,D:\Users\git-repo\1\src\data\images\type-c\c_2620.png,c_2620,"X is in upper left, top center, and lower right; O is in upper right, middle, and bottom middle.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_1707.png,D:\Users\git-repo\1\src\data\images\type-c\c_1707.png,c_1707,"center left, center right, and bottom middle has X; upper left and lower left has O.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3048.png,D:\Users\git-repo\1\src\data\images\type-c\c_3048.png,c_3048,"X is in upper right, center left, and bottom middle; O is in upper left, center, and bottom left.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3888.png,D:\Users\git-repo\1\src\data\images\type-c\c_3888.png,c_3888,"X is in top middle, upper right, center, and bottom left; O is in upper left, center left, and center right.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_982.png,D:\Users\git-repo\1\src\data\images\type-c\c_982.png,c_982,upper right and center right has X; lower left and bottom right has O.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_409.png,D:\Users\git-repo\1\src\data\images\type-c\c_409.png,c_409,X is in top middle and middle; O is in upper left and bottom left.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4174.png,D:\Users\git-repo\1\src\data\images\type-c\c_4174.png,c_4174,"X is in top left, upper right, middle, and middle right; O is in top middle, lower left, and lower right.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4594.png,D:\Users\git-repo\1\src\data\images\type-c\c_4594.png,c_4594,"center left, lower left, bottom center, and bottom right has X; upper left, top right, and center right has O.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_734.png,D:\Users\git-repo\1\src\data\images\type-c\c_734.png,c_734,X is in top right and bottom middle; O is in top center and center right.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3380.png,D:\Users\git-repo\1\src\data\images\type-c\c_3380.png,c_3380,"There is X in top center, upper right, and middle right and O in middle left, center, and bottom center.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_1535.png,D:\Users\git-repo\1\src\data\images\type-c\c_1535.png,c_1535,"top left, bottom center, and lower right has X; top right and center left has O.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3635.png,D:\Users\git-repo\1\src\data\images\type-c\c_3635.png,c_3635,"There is X in middle right, bottom middle, and bottom right and O in top center, top right, and lower left.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2499.png,D:\Users\git-repo\1\src\data\images\type-c\c_2499.png,c_2499,"top left, upper right, and lower right has X; top center, middle left, and lower left has O.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2778.png,D:\Users\git-repo\1\src\data\images\type-c\c_2778.png,c_2778,"There is X in middle left, lower left, and bottom middle and O in upper left, top center, and center.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4695.png,D:\Users\git-repo\1\src\data\images\type-c\c_4695.png,c_4695,"X is in top middle, middle, lower left, and lower right; O is in top right, center left, and center right.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4820.png,D:\Users\git-repo\1\src\data\images\type-c\c_4820.png,c_4820,"There is X in upper right, center right, bottom left, and bottom center and O in top middle, center, and lower right.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3469.png,D:\Users\git-repo\1\src\data\images\type-c\c_3469.png,c_3469,"X is in center, bottom center, and bottom right; O is in top middle, upper right, and center left.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3784.png,D:\Users\git-repo\1\src\data\images\type-c\c_3784.png,c_3784,"top right, middle left, and lower right has X; center, center right, and bottom center has O.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3076.png,D:\Users\git-repo\1\src\data\images\type-c\c_3076.png,c_3076,"X is in top left, center left, and middle; O is in upper right, bottom middle, and lower right.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_395.png,D:\Users\git-repo\1\src\data\images\type-c\c_395.png,c_395,X is in top left and center left; O is in top center and lower right.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_1266.png,D:\Users\git-repo\1\src\data\images\type-c\c_1266.png,c_1266,"X is in top center, middle left, and center; O is in upper left and bottom center.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_438.png,D:\Users\git-repo\1\src\data\images\type-c\c_438.png,c_438,upper left and bottom right has X; top middle and middle right has O.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2506.png,D:\Users\git-repo\1\src\data\images\type-c\c_2506.png,c_2506,"There is X in top middle, center left, and bottom right and O in upper left, top right, and lower left.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3226.png,D:\Users\git-repo\1\src\data\images\type-c\c_3226.png,c_3226,"upper left, bottom left, and bottom right has X; top right, center, and bottom middle has O.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_905.png,D:\Users\git-repo\1\src\data\images\type-c\c_905.png,c_905,There is X in upper right and center right and O in center left and bottom left.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_1096.png,D:\Users\git-repo\1\src\data\images\type-c\c_1096.png,c_1096,"X is in top middle, top right, and center left; O is in upper left and center.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_1965.png,D:\Users\git-repo\1\src\data\images\type-c\c_1965.png,c_1965,"X is in top center, lower left, and bottom right; O is in top right and middle right.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2530.png,D:\Users\git-repo\1\src\data\images\type-c\c_2530.png,c_2530,"X is in middle left, bottom middle, and bottom right; O is in top left, top center, and top right.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_4803.png,D:\Users\git-repo\1\src\data\images\type-c\c_4803.png,c_4803,"X is in top middle, top right, middle right, and lower left; O is in center, bottom middle, and bottom right.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_385.png,D:\Users\git-repo\1\src\data\images\type-c\c_385.png,c_385,top middle and middle left has X; top left and bottom left has O.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3981.png,D:\Users\git-repo\1\src\data\images\type-c\c_3981.png,c_3981,"There is X in top left, top middle, center left, and lower left and O in upper right, middle, and lower right.",7,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2233.png,D:\Users\git-repo\1\src\data\images\type-c\c_2233.png,c_2233,"There is X in upper right, lower left, and bottom center and O in middle left and lower right.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2470.png,D:\Users\git-repo\1\src\data\images\type-c\c_2470.png,c_2470,"There is X in top middle, center left, and middle right and O in top left, upper right, and lower right.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2501.png,D:\Users\git-repo\1\src\data\images\type-c\c_2501.png,c_2501,"X is in top left, bottom left, and bottom right; O is in top center, upper right, and center left.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_3587.png,D:\Users\git-repo\1\src\data\images\type-c\c_3587.png,c_3587,"X is in top center, middle, and middle right; O is in top right, bottom center, and bottom right.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2114.png,D:\Users\git-repo\1\src\data\images\type-c\c_2114.png,c_2114,"There is X in top middle, middle right, and bottom right and O in middle and bottom middle.",5,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2570.png,D:\Users\git-repo\1\src\data\images\type-c\c_2570.png,c_2570,"There is X in top left, upper right, and middle and O in top middle, middle right, and lower right.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_2419.png,D:\Users\git-repo\1\src\data\images\type-c\c_2419.png,c_2419,"upper right, middle, and lower right has X; upper left, top center, and middle left has O.",6,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_371.png,D:\Users\git-repo\1\src\data\images\type-c\c_371.png,c_371,top left and middle left has X; top center and center has O.,4,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
LLM-openrouter-sbert,c_182.png,D:\Users\git-repo\1\src\data\images\type-c\c_182.png,c_182,top middle and lower right has X; top right has O.,3,"Error code: 401 - {'error': {'message': 'Missing Authentication header', 'code': 401}}"
