image_id,gold_label,llm_output,pred_sentence,cosine_sim,true_rank,top_1_correct,top_5_correct
4735,the medium purple octagon is positioned below a medium red triangle,a small red triangle is above a medium purple octagon,a small red octagon is below a medium purple triangle,0.9855504035949707,5,0,1
5823,a medium black triangle can be seen below a medium pink hexagon,a medium pink hexagon is above a small black triangle,a medium pink hexagon is below a small black triangle,0.9902987480163574,5,0,1
8172,a small pink octagon can be seen above a big red triangle,a small pink octagon is above a medium red triangle,the medium red octagon is positioned below a medium pink triangle,0.9590141177177429,14,0,0
1057,a medium orange circle can be seen left of a small black circle,a medium orange circle is right of a small black circle,left of a medium black circle is a medium orange circle,0.9486308693885803,2,0,1
9110,the big black square is positioned below a big red hexagon,a medium red hexagon is above a medium black square,above a medium red hexagon is a medium red square,0.9502376317977905,85,0,0
3466,the small black diamond is positioned left of a medium green triangle,a medium black diamond is left of a medium green triangle,a medium black diamond is right of a small green triangle,0.972359299659729,10,0,0
8334,the small black octagon is positioned left of a big orange hexagon,the small black octagon is left of a medium orange hexagon,the small black octagon is positioned left of a big orange hexagon,0.9568561315536499,1,1,1
564,a medium pink hexagon can be seen right of a medium red triangle,a big red triangle is left of a medium pink hexagon,a big pink triangle is right of a medium red hexagon,0.9804602861404419,14,0,0
8048,the medium yellow circle is positioned above a small red hexagon,a medium yellow circle is above a small red hexagon,below a medium yellow circle is a small red hexagon,0.9757615923881531,3,0,1
678,a big black square is above a small black diamond,a big black square is above a small black diamond,a big black square is above a small black diamond,1.0,1,1,1
5171,left of a small purple diamond is a medium yellow octagon,a medium yellow octagon is left of a small purple diamond,left of a small purple diamond is a medium yellow octagon,0.9862768054008484,1,1,1
99,a medium green octagon is left of a big black octagon,a medium green octagon is left of a medium black octagon,a medium green octagon is left of a big black octagon,0.9808670878410339,1,1,1
9989,left of a big black circle is a medium blue octagon,a medium blue octagon is left of a big black circle,left of a big black circle is a medium blue octagon,0.9851686954498291,1,1,1
7231,a medium pink circle is left of a big blue hexagon,a medium pink circle is left of a medium blue hexagon,a medium pink circle is left of a medium blue hexagon,1.000000238418579,2,0,1
1964,a medium blue octagon can be seen above a big purple square,a medium blue octagon is above a medium purple square,a medium blue octagon is below a medium purple square,0.9920546412467957,7,0,0
4067,a medium pink circle can be seen above a small pink diamond,a small pink diamond is below a medium pink circle,a small pink diamond is above a small pink circle,0.9795450568199158,5,0,1
8227,left of a medium purple square is a big pink octagon,a medium pink octagon is left of a small purple square,a medium pink octagon is left of a small purple square,1.0000001192092896,5,0,1
320,a medium red circle can be seen right of a medium pink hexagon,a small pink hexagon is left of a medium red circle,left of a medium red circle is a medium pink hexagon,0.9469519853591919,15,0,0
4450,below a big yellow diamond is a medium orange triangle,a medium yellow diamond is above a small orange triangle,a small yellow triangle is above a medium orange diamond,0.9917097091674805,5,0,1
7486,a big black diamond is above a big green octagon,a medium black diamond is above a medium green octagon,a big black diamond is below a medium green octagon,0.97212815284729,8,0,0
6126,a big orange octagon can be seen above a medium green square,a medium orange octagon is above a medium green square,a medium orange square is above a medium green octagon,0.9944247007369995,25,0,0
3157,a small black hexagon is above a medium blue hexagon,a small black hexagon is above a medium blue hexagon,a small black hexagon is above a medium blue hexagon,1.0000001192092896,1,1,1
1612,a small purple octagon is left of a medium black hexagon,a small purple octagon is left of a medium black hexagon,a small purple octagon is left of a medium black hexagon,1.0,1,1,1
4197,a small pink octagon is left of a small red square,a medium pink octagon is left of a medium red square,left of a small pink octagon is a medium red square,0.9769936800003052,5,0,1
5949,a big blue octagon can be seen left of a medium blue hexagon,a big blue octagon is left of a small blue hexagon,a small blue octagon is left of a big black hexagon,0.9762609601020813,3,0,1
9657,a medium red circle can be seen above a medium blue octagon,a big red circle is above a small blue octagon,a small red circle is above a small blue octagon,0.9822820425033569,37,0,0
507,a medium pink circle can be seen right of a big yellow triangle,a medium yellow triangle is left of a medium pink circle,a medium pink circle is left of a small yellow triangle,0.9760445952415466,21,0,0
7568,a big orange circle is right of a big black hexagon,a medium black hexagon is left of a medium orange circle,left of a medium black hexagon is a big orange circle,0.9712499380111694,58,0,0
4939,the big pink circle is positioned above a big pink diamond,a medium pink circle is above a medium pink diamond,a medium pink circle can be seen above a small pink diamond,0.9437684416770935,78,0,0
7578,right of a medium pink circle is a big green triangle,a medium pink circle is left of a small green triangle,a medium pink triangle is left of a small green circle,0.994687557220459,9,0,0
9722,the small orange hexagon is positioned left of a medium orange octagon,a small orange hexagon is left of a big orange octagon,left of a small orange hexagon is a small orange octagon,0.9825228452682495,5,0,1
4300,above a small yellow square is a big purple circle,a big purple circle is above a small yellow square,a small purple square is above a medium yellow circle,0.9707978963851929,2,0,1
3589,a big green circle can be seen below a medium purple hexagon,a small purple hexagon is above a big green circle,a small green circle is above a small purple hexagon,0.9816794991493225,9,0,0
7810,the small green octagon is positioned below a small red diamond,a medium red diamond is above a medium green octagon,a medium red diamond is below a medium black octagon,0.9579741358757019,97,0,0
1148,a small purple diamond is below a small green circle,a medium green circle is above a medium purple diamond,below a medium green diamond is a big purple circle,0.9651807546615601,23,0,0
4147,below a big blue square is a small blue triangle,a big blue square is above a small blue triangle,below a big blue square is a small blue triangle,0.9739407896995544,1,1,1
3431,a small green circle is left of a big pink hexagon,a medium green circle is left of a medium pink hexagon,a medium green hexagon is left of a small pink circle,0.9808355569839478,8,0,0
7423,the small orange hexagon is positioned below a medium orange circle,a medium orange circle is above a small orange hexagon,a big orange circle is below a medium orange hexagon,0.9763567447662354,5,0,1
8178,a small orange triangle can be seen right of a medium purple hexagon,a medium purple hexagon is left of a small orange triangle,a small orange triangle is left of a big purple hexagon,0.9761933088302612,10,0,0
1532,the big pink circle is positioned right of a small blue square,a small blue square is left of a medium pink circle,a medium blue square is left of a small pink circle,0.9937118291854858,17,0,0
5399,below a medium pink square is a medium yellow square,a small pink square is above a small yellow square,a small yellow square is above a medium pink square,0.9790797829627991,6,0,0
7380,below a medium blue circle is a big blue circle,a small blue circle is above a big blue circle,above a small blue circle is a big yellow circle,0.9169234037399292,4,0,1
4813,a medium purple triangle can be seen above a small blue octagon,a medium purple triangle is above a medium blue octagon,a medium blue triangle is above a big purple octagon,0.9807358980178833,5,0,1
1223,right of a medium red square is a medium yellow hexagon,a medium red square is left of a medium yellow hexagon,a medium yellow hexagon is left of a medium red square,0.995440661907196,3,0,1
6379,the small green hexagon is positioned below a big purple square,a big purple square is above a small green hexagon,a big purple square is above a medium purple hexagon,0.9738463759422302,5,0,1
2958,a big purple octagon can be seen below a medium red diamond,a medium red diamond is above a medium purple octagon,a medium red octagon is above a small purple diamond,0.9819109439849854,37,0,0
8836,the medium black circle is positioned above a small black triangle,a big black circle is above a small black triangle,a big black circle is above a small black triangle,1.0000001192092896,5,0,1
2013,the small red hexagon is positioned right of a medium yellow diamond,a medium yellow diamond is left of a small red hexagon,a medium red diamond is left of a small yellow hexagon,0.9948487877845764,20,0,0
6572,right of a medium red circle is a small red octagon,a big red circle can be seen left of a small red octagon,a small red circle can be seen below a small red octagon,0.9496573805809021,22,0,0
1634,a small pink triangle can be seen below a big blue square,a medium blue square is above a small pink triangle,a big pink triangle is below a medium blue square,0.9670889973640442,9,0,0
4016,a medium green square can be seen above a small red circle,a medium green square is above a small red circle,below a medium green square is a small red circle,0.9761193990707397,5,0,1
4242,above a big blue circle is a medium orange triangle,a medium orange triangle is above a medium blue circle,a medium blue triangle is below a small orange circle,0.959633469581604,2,0,1
6609,left of a small black hexagon is a small purple triangle,a small purple triangle is left of a small black hexagon,left of a small black triangle is a small purple hexagon,0.9884393215179443,2,0,1
5450,a big black triangle is below a small black square,a small black square is above a black triangle,a small black square is below a big black triangle,0.9806089401245117,2,0,1
4309,right of a small blue circle is a medium red square,a medium blue circle is left of a medium red square,left of a big red square is a medium blue circle,0.9521902799606323,5,0,1
114,a medium pink triangle is left of a small red triangle,a medium pink triangle is left of a small red triangle,a medium pink triangle is left of a small red triangle,1.0,1,1,1
9441,a medium black square can be seen above a medium purple triangle,a small black square is above a small purple triangle,a small purple triangle is above a medium black square,0.9825387001037598,12,0,0
2955,a big purple circle can be seen below a medium green square,a medium green square is above a big purple circle,a medium green circle is above a medium purple square,0.971318781375885,4,0,1
9172,above a small purple hexagon is a small green diamond,a medium green diamond is above a medium purple hexagon,above a medium purple hexagon is a medium green diamond,0.9809871315956116,12,0,0
8173,a medium purple hexagon can be seen left of a big blue circle,a medium purple hexagon is left of a big blue circle,a big blue circle is left of a medium purple hexagon,0.9891023635864258,3,0,1
7215,a big green hexagon is below a medium red hexagon,a medium red hexagon is above a medium green hexagon,a medium green hexagon can be seen above a medium red hexagon,0.9512752890586853,2,0,1
4201,a medium red hexagon can be seen below a small orange hexagon,a small orange hexagon is above a big red hexagon,a small orange hexagon is below a big red hexagon,0.9824774861335754,13,0,0
6123,above a big pink diamond is a big pink octagon,a medium pink octagon is above a small pink diamond,above a small pink octagon is a medium pink diamond,0.9896760582923889,51,0,0
7995,below a small orange circle is a small green triangle,a medium orange circle is above a small green triangle,below a small orange triangle is a medium green circle,0.9792358875274658,5,0,1
7494,below a small pink hexagon is a medium red square,a small pink hexagon is above a medium red square,a small pink hexagon is above a medium red square,1.0,5,0,1
2542,a big orange diamond is below a big orange hexagon,a medium orange hexagon is above a medium orange diamond,above a medium red diamond is a medium orange hexagon,0.9565045833587646,30,0,0
7292,left of a big pink circle is a big yellow square,a medium yellow square is left of a medium pink circle,left of a medium pink circle is a big yellow square,0.9617878198623657,15,0,0
1295,right of a small pink circle is a medium purple hexagon,a medium pink circle is left of a medium purple hexagon,left of a medium purple circle is a big pink hexagon,0.967629075050354,4,0,1
9933,below a small green hexagon is a big orange circle,a small green hexagon is above a big orange circle,a small green hexagon is above a big orange circle,1.0000001192092896,3,0,1
9200,the big orange square is positioned below a medium orange square,a small orange square is above a big orange square,a medium orange square is below a big orange square,0.9530115723609924,4,0,1
3421,the small yellow triangle is positioned below a small purple circle,a medium purple circle is above a small yellow triangle,below a small purple circle is a medium yellow triangle,0.9775692224502563,14,0,0
8886,a medium yellow octagon is below a medium black square,a small black square is above a medium yellow octagon,a medium yellow octagon is above a small black square,0.9866747260093689,6,0,0
7093,a small orange hexagon can be seen right of a big blue circle,a big blue circle is left of a small orange hexagon,a big blue circle is left of a small orange hexagon,1.0,13,0,0
7206,a small green diamond is left of a big blue circle,a small green diamond is left of a big blue circle,a small green diamond is left of a big blue circle,1.0000001192092896,1,1,1
4665,the big pink hexagon is positioned above a small blue circle,a medium pink hexagon is above a small blue circle,a medium pink circle is above a small blue hexagon,0.99116450548172,38,0,0
4171,a big red octagon is below a medium orange triangle,a small orange triangle is above a big red octagon,above a small red octagon is a big orange triangle,0.9878292679786682,3,0,1
2449,a big blue circle is below a big blue triangle,a medium blue triangle is above a medium blue circle,a medium blue circle is above a medium blue triangle,0.9965478777885437,23,0,0
5928,a big blue triangle is above a medium red circle,a medium blue triangle is above a medium red circle,a medium red triangle is above a big blue circle,0.9609056115150452,4,0,1
2352,the small red circle is positioned below a big yellow square,a medium yellow square is above a small red circle,a small yellow circle is above a big red square,0.9599791765213013,16,0,0
6868,a small pink square can be seen left of a big red square,the small pink square is left of a big red square,the small pink square is positioned left of a medium red square,0.9431694746017456,3,0,1
652,a big pink circle is above a small red hexagon,a medium pink circle is above a small red hexagon,a medium red circle is above a big pink hexagon,0.9789649248123169,4,0,1
4940,above a small red triangle is a medium blue circle,a big blue circle is above a small red triangle,above a small red triangle is a big blue circle,0.9815808534622192,5,0,1
1006,a small red circle is above a big blue square,a small red circle is above a medium blue square,a small red circle is above a big blue square,0.9702445268630981,1,1,1
4635,a medium red square is above a small yellow hexagon,a big red square is above a small yellow hexagon,a big red hexagon is above a big yellow square,0.9849190711975098,2,0,1
5568,a big green triangle can be seen above a big red hexagon,a small green triangle is above a big red hexagon,a small green hexagon is above a big red triangle,0.9927971363067627,15,0,0
3300,a big blue diamond is right of a medium green diamond,a small green diamond is left of a medium blue diamond,a medium green diamond is left of a small orange diamond,0.9451015591621399,12,0,0
2920,a medium blue triangle can be seen left of a big blue triangle,a small blue triangle is right of a big blue triangle,a big blue triangle can be seen left of a small blue triangle,0.9364917278289795,7,0,0
8198,right of a medium pink circle is a small red square,a big pink circle is left of a small red square,a small pink square is left of a medium red circle,0.9645162224769592,8,0,0
8662,below a big green square is a small purple triangle,a big green square is above a small purple triangle,below a big green square is a small purple triangle,0.9769847393035889,1,1,1
3879,a big purple octagon is right of a small black hexagon,the small black hexagon is positioned left of a medium purple octagon,the small black hexagon is positioned right of a big purple octagon,0.9801895618438721,13,0,0
3983,the medium blue square is positioned above a medium purple square,a medium blue square is above a medium purple square,below a small blue square is a medium purple square,0.9524586200714111,2,0,1
5273,a big pink triangle can be seen above a big blue octagon,a small pink triangle is above a big blue octagon,a small pink triangle is above a small blue octagon,0.989736795425415,7,0,0
7979,the small black square is positioned below a medium black hexagon,a medium black hexagon is above a small black square,below a big black hexagon is a small black square,0.951179563999176,2,0,1
1552,a big blue square is left of a medium black square,the medium blue square is positioned left of a small black square,the small blue square is positioned left of a small black square,0.9770246148109436,3,0,1
2220,the small orange square is positioned right of a big purple circle,the big purple circle is positioned left of a medium orange square,the big orange circle is positioned left of a small purple square,0.9863351583480835,3,0,1
5532,the big red circle is positioned right of a big green diamond,a medium green diamond is left of a big red circle,a medium red circle is left of a medium green diamond,0.9716283679008484,74,0,0
6326,a small black circle can be seen left of a small yellow hexagon,a medium black circle is left of a medium yellow hexagon,a small yellow circle is left of a medium black hexagon,0.976069450378418,19,0,0
4669,a medium blue triangle is left of a big orange triangle,a small blue triangle is left of a small orange triangle,a small blue triangle is left of a big orange circle,0.9403807520866394,2,0,1
3043,a big purple diamond can be seen above a medium red circle,a medium purple diamond is above a medium red circle,above a medium red diamond is a big purple circle,0.9548750519752502,20,0,0
8479,a medium pink triangle is right of a small purple circle,a medium purple circle is left of a small pink triangle,left of a medium purple circle is a small pink triangle,0.9848434329032898,4,0,1
7734,a medium yellow square can be seen left of a medium purple triangle,a medium yellow square is left of a small purple triangle,a small purple square is left of a medium yellow triangle,0.9893995523452759,6,0,0
1419,a big red triangle can be seen right of a big pink square,a medium pink square is left of a medium red triangle,a medium red square is left of a small pink triangle,0.9804106950759888,96,0,0
6866,the small red diamond is positioned left of a medium orange diamond,a small red diamond is left of a medium orange diamond,left of a small orange diamond is a small red diamond,0.967058539390564,2,0,1
4576,a big purple circle can be seen left of a small purple square,a big purple circle is left of a small purple square,a big purple circle can be seen left of a small purple square,0.954224169254303,1,1,1
9050,a small pink square is above a big yellow triangle,a small pink square is above a medium yellow triangle,a small pink square is above a big yellow triangle,0.986580491065979,1,1,1
7569,right of a small green hexagon is a medium blue square,a small green hexagon is left of a medium blue square,left of a small blue square is a big green hexagon,0.9672168493270874,2,0,1
7759,the medium yellow diamond is positioned below a big pink octagon,a medium pink octagon is above a small yellow diamond,above a medium yellow diamond is a medium pink octagon,0.9738273620605469,21,0,0
8724,the medium orange octagon is positioned right of a big pink octagon,a big pink octagon is left of a small orange octagon,a big orange octagon is left of a medium pink octagon,0.9851086139678955,8,0,0
5861,the big pink triangle is positioned left of a medium pink hexagon,a medium pink triangle is left of a medium pink hexagon,a medium pink triangle can be seen left of a medium pink hexagon,0.9687658548355103,8,0,0
8275,a medium yellow diamond is left of a medium blue hexagon,a medium yellow diamond is left of a medium blue hexagon,a medium yellow diamond is left of a medium blue hexagon,0.9999998807907104,1,1,1
2574,a medium pink octagon can be seen below a big blue square,a big blue square is above a small pink octagon,above a small pink octagon is a small blue square,0.9780629277229309,17,0,0
944,a small green circle can be seen above a big black triangle,a medium green circle is above a small black triangle,the medium green triangle is positioned below a small black circle,0.9501171708106995,11,0,0
7390,the medium purple circle is positioned left of a small pink triangle,a big purple circle is left of a small pink triangle,a big purple circle is left of a medium pink triangle,0.9878820180892944,11,0,0
3085,the medium red diamond is positioned right of a medium red triangle,a medium red triangle is left of a medium red diamond,a medium red triangle is left of a medium purple diamond,0.9651225805282593,5,0,1
5585,right of a big orange hexagon is a medium green triangle,the medium orange hexagon is positioned left of a small green triangle,the medium green hexagon is positioned right of a medium orange triangle,0.9706299901008606,34,0,0
4781,left of a big orange diamond is a medium red diamond,a small red diamond is left of a medium orange diamond,left of a small orange diamond is a small red diamond,0.967058539390564,4,0,1
3318,a medium purple hexagon can be seen above a small black octagon,a medium purple hexagon is above a small black octagon,a medium black hexagon is below a medium purple octagon,0.974739670753479,4,0,1
6221,the small pink circle is positioned right of a big yellow octagon,a big yellow octagon is left of a small pink circle,right of a big yellow octagon is a small pink circle,0.9665478467941284,10,0,0
5770,below a big pink hexagon is a medium orange diamond,a medium pink hexagon is above a medium orange diamond,below a big pink hexagon is a medium orange diamond,0.9696217775344849,1,1,1
3274,a small yellow circle is left of a small green circle,a medium yellow circle is left of a medium green circle,left of a small yellow circle is a medium green circle,0.9545711278915405,7,0,0
3090,a small green hexagon can be seen left of a medium purple square,a small green hexagon is left of a medium purple square,a small green hexagon is right of a small purple square,0.9725381731987,2,0,1
6562,a small purple square is right of a medium orange hexagon,a medium orange hexagon is left of a small purple square,a small purple square is right of a medium orange hexagon,0.9721390008926392,1,1,1
6488,the big pink octagon is positioned right of a big red square,a big red square is left of a medium pink octagon,a big pink square is left of a big red octagon,0.9794855117797852,21,0,0
2384,below a medium pink octagon is a big black square,a small pink octagon is above a big black square,a small black octagon is above a small pink square,0.9913303852081299,2,0,1
1963,a medium pink square is right of a small pink octagon,the small pink octagon is left of a medium pink square,left of a medium pink octagon is a small pink square,0.9850805997848511,2,0,1
4257,the medium black octagon is positioned above a small purple diamond,a big black octagon is above a small purple diamond,a big purple octagon is below a small black diamond,0.9884970784187317,8,0,0
1066,a small orange square is above a medium green hexagon,a medium orange square is above a medium green hexagon,a medium orange square is above a medium green hexagon,1.0,2,0,1
9551,a big purple hexagon is right of a medium purple circle,a medium purple circle is left of a medium purple hexagon,a medium purple hexagon is right of a small purple circle,0.9651004672050476,7,0,0
2424,a medium green square is right of a small green triangle,a small green triangle is left of a medium green square,a medium green square is right of a small green triangle,0.9687660336494446,1,1,1
6251,a small green hexagon is right of a big red square,a big red square is left of a small green hexagon,a big green square is left of a medium red hexagon,0.9817461967468262,3,0,1
1281,a small green circle can be seen below a small orange hexagon,a small orange hexagon is above a medium green circle,above a small orange hexagon is a medium green circle,0.9811875224113464,16,0,0
1700,the medium yellow hexagon is positioned below a small blue circle,a medium blue circle is above a medium yellow hexagon,a medium blue circle is above a big yellow hexagon,0.9806394577026367,9,0,0
3207,above a big blue octagon is a small blue circle,a medium blue circle is above a medium blue octagon,a medium blue circle can be seen right of a medium blue octagon,0.9367109537124634,5,0,1
4894,a small orange octagon is right of a big purple diamond,a big purple diamond is left of a small orange octagon,a big purple octagon is left of a small orange diamond,0.9972149133682251,3,0,1
162,the small purple octagon is positioned below a big blue octagon,a big blue octagon is above a small purple octagon,the small purple octagon is positioned above a big blue octagon,0.9653171896934509,5,0,1
8234,the medium pink hexagon is positioned below a small red square,a medium red square is above a medium pink hexagon,a medium red hexagon is above a big pink square,0.9808545708656311,13,0,0
1423,a big yellow circle can be seen left of a small black triangle,a big yellow circle is left of a small black triangle,a small yellow circle is left of a big black triangle,0.9976789355278015,3,0,1
5695,below a medium purple circle is a small pink square,a medium purple circle is above a small pink square,a medium purple square is below a small pink circle,0.9750067591667175,2,0,1
2849,the big green diamond is positioned above a small blue triangle,a medium green diamond is above a small blue triangle,above a small green triangle is a medium blue diamond,0.980796217918396,33,0,0
4497,left of a big green hexagon is a big orange octagon,a medium orange octagon is left of a medium green hexagon,a medium orange hexagon is left of a big green octagon,0.9808547496795654,16,0,0
1051,a medium black octagon can be seen above a small black triangle,a big black octagon is above a small black triangle,a big black octagon is left of a small black triangle,0.9439754486083984,10,0,0
1147,left of a big red octagon is a small black octagon,a small black octagon is left of a big red octagon,left of a big red octagon is a small black octagon,0.9850464463233948,1,1,1
6752,a big black circle is below a small green hexagon,a medium green hexagon is above a big black circle,the big green circle is positioned above a medium black hexagon,0.9556245803833008,6,0,0
2665,left of a big green diamond is a small red square,a small red square is left of a medium green diamond,left of a big green diamond is a small red square,0.9618628025054932,1,1,1
3624,a medium yellow triangle can be seen left of a small red square,the medium yellow triangle is positioned left of a medium red square,a medium yellow triangle is left of a medium red square,0.9664479494094849,11,0,0
3054,the small yellow hexagon is positioned left of a medium orange octagon,a small yellow hexagon is left of a medium orange octagon,a small yellow hexagon is left of a big orange octagon,0.9819767475128174,2,0,1
1559,a medium yellow triangle is below a small pink square,a medium pink square is above a medium yellow triangle,a medium yellow triangle is below a small pink square,0.9622989296913147,1,1,1
6475,the small orange circle is positioned left of a big black diamond,a medium orange circle is left of a big black diamond,a medium orange diamond is left of a small black circle,0.9808973073959351,4,0,1
1292,a small red octagon can be seen below a medium green octagon,a medium green octagon is above a small red octagon,a big green octagon is above a small red octagon,0.9680141806602478,6,0,0
8599,a big black hexagon can be seen left of a medium orange triangle,a big black hexagon is left of a small orange triangle,a small black triangle is left of a big orange hexagon,0.9917296767234802,9,0,0
8830,the small purple octagon is positioned above a small blue triangle,a medium purple octagon is above a small blue triangle,below a medium purple triangle is a big blue octagon,0.9751545190811157,18,0,0
2935,above a big black diamond is a medium yellow circle,a medium yellow circle is above a medium black diamond,above a big black diamond is a medium yellow circle,0.9554547667503357,1,1,1
5015,the small purple octagon is positioned left of a medium yellow circle,a small purple octagon is left of a medium yellow circle,a small purple octagon is left of a medium yellow circle,1.0000001192092896,4,0,1
758,a small red square can be seen above a medium yellow triangle,a medium red square is above a small yellow triangle,a small red square is below a medium yellow triangle,0.9815475940704346,6,0,0
1387,a big yellow hexagon is above a medium pink triangle,a medium yellow hexagon is above a small pink triangle,a big yellow hexagon is above a medium pink triangle,0.976203441619873,1,1,1
1578,left of a small purple octagon is a big blue circle,a big blue circle is left of a small purple octagon,left of a small purple octagon is a big blue circle,0.9842203855514526,1,1,1
8570,a big red circle can be seen above a medium green diamond,a big red circle is above a medium green diamond,a medium green diamond is below a big red circle,0.9685882329940796,2,0,1
9264,the medium green triangle is positioned above a medium blue hexagon,a medium green triangle is above a medium blue hexagon,the medium green triangle is positioned above a medium blue hexagon,0.9649667739868164,1,1,1
9907,a small blue octagon can be seen above a medium yellow circle,a small blue octagon is above a medium yellow circle,a big blue octagon is above a small yellow circle,0.9707691669464111,5,0,1
5872,left of a big blue octagon is a small red square,a small red square is left of a big blue octagon,left of a small red square is a big blue octagon,0.9854334592819214,2,0,1
9992,left of a medium black square is a big yellow octagon,a medium yellow octagon is left of a small black square,a medium black octagon is left of a small yellow square,0.9941880106925964,4,0,1
3235,the medium green square is positioned left of a small purple circle,a medium green square is left of a small purple circle,a big purple square is left of a medium green circle,0.9775852560997009,4,0,1
4775,left of a small red square is a small blue hexagon,a medium blue hexagon is left of a medium red square,a big red square is left of a medium blue hexagon,0.9599998593330383,8,0,0
4893,below a medium blue diamond is a small pink diamond,a medium blue diamond is above a small pink diamond,a medium pink diamond is above a small blue diamond,0.9910922050476074,3,0,1
2127,above a big green triangle is a big red octagon,a big red octagon is above a green triangle,a big red octagon is above a medium green triangle,0.9843552112579346,2,0,1
6783,a small pink square can be seen below a medium red triangle,a big red triangle is above a small pink square,above a medium pink triangle is a small red square,0.9602104425430298,16,0,0
2842,right of a small green circle is a medium green circle,a small green circle is left of a big green circle,a medium green circle is left of a big green circle,0.9364138841629028,5,0,1
2189,a big pink octagon is below a big pink hexagon,a medium pink hexagon is above a medium pink octagon,a medium pink hexagon is above a medium orange octagon,0.9658162593841553,24,0,0
7916,a big green hexagon is above a medium orange diamond,a medium green hexagon is above a medium orange diamond,a big green hexagon is above a medium orange diamond,0.9722986221313477,1,1,1
84,the small purple square is positioned right of a big purple octagon,the big purple octagon is left of a small purple square,left of a big purple square is a small black octagon,0.9651086926460266,5,0,1
6958,a big black diamond can be seen above a big red diamond,a medium black diamond is above a medium red diamond,a medium red diamond is below a big black diamond,0.959388017654419,78,0,0
5737,a big orange diamond is above a medium yellow triangle,a medium orange diamond is above a small yellow triangle,a small yellow triangle is above a medium orange diamond,0.9887748956680298,3,0,1
6112,a big red hexagon can be seen below a small yellow diamond,a small yellow diamond is above a big red hexagon,the small red diamond is positioned above a big yellow hexagon,0.9675421118736267,16,0,0
2331,right of a big pink diamond is a small blue circle,a medium pink diamond is left of a medium blue circle,left of a small blue circle is a medium pink diamond,0.9661779999732971,71,0,0
8580,below a medium orange square is a small pink triangle,a medium orange square is above a small pink triangle,a big orange square is below a medium pink triangle,0.9806183576583862,2,0,1
2948,a medium blue hexagon is below a medium yellow triangle,a medium yellow triangle is above a medium blue hexagon,a medium blue hexagon is below a medium yellow triangle,0.9772939085960388,1,1,1
1894,above a medium green circle is a medium black diamond,a small black diamond is above a medium green circle,below a big black diamond is a small green circle,0.9491285681724548,9,0,0
1407,a small yellow octagon is below a medium pink triangle,a medium pink triangle is above a medium yellow octagon,below a small yellow triangle is a medium pink octagon,0.9663086533546448,3,0,1
8582,a big red hexagon can be seen above a small black triangle,a medium red hexagon is above a small black triangle,a small red triangle is above a medium black hexagon,0.9876088500022888,34,0,0
5939,right of a medium red square is a big black octagon,a medium red square is left of a medium black octagon,a medium red square is left of a small black octagon,0.985927402973175,9,0,0
7433,left of a big purple diamond is a small black octagon,a small black octagon is left of a medium purple diamond,left of a big purple diamond is a small black octagon,0.9668862819671631,1,1,1
2827,the big purple octagon is positioned above a small yellow triangle,a big purple octagon is above a small yellow triangle,a big purple octagon is above a small yellow triangle,1.0,6,0,0
5306,a small yellow diamond can be seen below a medium red circle,a big red circle is above a small yellow diamond,a small yellow diamond is above a big red circle,0.9830939769744873,18,0,0
9664,the big purple hexagon is positioned right of a small green triangle,a small green triangle is left of a medium purple hexagon,left of a small purple hexagon is a medium green triangle,0.9867604374885559,23,0,0
9963,a small orange circle can be seen above a big green hexagon,a medium orange circle is above a medium green hexagon,a medium green circle is below a medium orange hexagon,0.9810941219329834,44,0,0
3261,the medium blue triangle is positioned below a small yellow octagon,a medium yellow octagon is above a medium blue triangle,left of a medium yellow octagon is a medium blue triangle,0.9512671232223511,10,0,0
1836,the big blue triangle is positioned left of a medium yellow triangle,a medium blue triangle is left of a small yellow triangle,above a medium blue triangle is a small yellow triangle,0.9352625608444214,3,0,1
620,left of a small red diamond is a small orange hexagon,a medium orange hexagon is left of a small red diamond,left of a small red diamond is a small orange hexagon,0.9706407785415649,1,1,1
8427,a small red hexagon can be seen right of a medium pink hexagon,a medium pink hexagon is right of a small red hexagon,right of a big red hexagon is a medium pink hexagon,0.9661214351654053,2,0,1
8031,a medium pink diamond can be seen right of a big orange octagon,a medium orange octagon is left of a small pink diamond,below a small orange octagon is a medium pink diamond,0.9608469605445862,20,0,0
933,a small orange circle can be seen above a medium pink triangle,a medium orange circle is above a small pink triangle,a medium orange circle is above a medium pink triangle,0.9853113293647766,3,0,1
6056,a medium blue diamond can be seen right of a big red octagon,a big red octagon is left of a small blue diamond,the big red octagon is positioned left of a big blue diamond,0.9610480070114136,28,0,0
5,a medium green octagon is left of a big yellow octagon,a small green octagon is left of a big yellow octagon,a medium green octagon is left of a big yellow octagon,0.9758576154708862,1,1,1
9571,a medium yellow triangle is above a big pink diamond,a medium yellow triangle is above a medium pink diamond,a medium pink triangle is above a medium yellow diamond,0.991989016532898,2,0,1
6261,left of a big black circle is a medium green circle,a small green circle is left of a big black circle,a big black circle is left of a medium green circle,0.9619255065917969,2,0,1
2419,a small purple triangle is above a small red diamond,a medium purple triangle is above a medium red diamond,below a medium purple triangle is a medium red diamond,0.9831732511520386,11,0,0
2325,a big orange circle can be seen above a small yellow diamond,a big orange circle is above a small yellow diamond,a small orange circle is above a big yellow diamond,0.9972030520439148,5,0,1
