image_id,path,gold_label,llm_output
9110,src/data/images/type-a/png/9110.png,the big black square is positioned below a big red hexagon,a medium red hexagon is above a medium black square
3466,src/data/images/type-a/png/3466.png,the small black diamond is positioned left of a medium green triangle,a medium black diamond is left of a medium green triangle
8334,src/data/images/type-a/png/8334.png,the small black octagon is positioned left of a big orange hexagon,the small black octagon is left of a medium orange hexagon
564,src/data/images/type-a/png/564.png,a medium pink hexagon can be seen right of a medium red triangle,a big red triangle is left of a medium pink hexagon
8048,src/data/images/type-a/png/8048.png,the medium yellow circle is positioned above a small red hexagon,a medium yellow circle is above a small red hexagon
678,src/data/images/type-a/png/678.png,a big black square is above a small black diamond,a big black square is above a small black diamond
5171,src/data/images/type-a/png/5171.png,left of a small purple diamond is a medium yellow octagon,a medium yellow octagon is left of a small purple diamond
99,src/data/images/type-a/png/99.png,a medium green octagon is left of a big black octagon,a medium green octagon is left of a medium black octagon
9989,src/data/images/type-a/png/9989.png,left of a big black circle is a medium blue octagon,a medium blue octagon is left of a big black circle
7231,src/data/images/type-a/png/7231.png,a medium pink circle is left of a big blue hexagon,a medium pink circle is left of a medium blue hexagon
1964,src/data/images/type-a/png/1964.png,a medium blue octagon can be seen above a big purple square,a medium blue octagon is above a medium purple square
4067,src/data/images/type-a/png/4067.png,a medium pink circle can be seen above a small pink diamond,a small pink diamond is below a medium pink circle
8227,src/data/images/type-a/png/8227.png,left of a medium purple square is a big pink octagon,a medium pink octagon is left of a small purple square
320,src/data/images/type-a/png/320.png,a medium red circle can be seen right of a medium pink hexagon,a small pink hexagon is left of a medium red circle
4450,src/data/images/type-a/png/4450.png,below a big yellow diamond is a medium orange triangle,a medium yellow diamond is above a small orange triangle
7486,src/data/images/type-a/png/7486.png,a big black diamond is above a big green octagon,a medium black diamond is above a medium green octagon
6126,src/data/images/type-a/png/6126.png,a big orange octagon can be seen above a medium green square,a medium orange octagon is above a medium green square
3157,src/data/images/type-a/png/3157.png,a small black hexagon is above a medium blue hexagon,a small black hexagon is above a medium blue hexagon
1612,src/data/images/type-a/png/1612.png,a small purple octagon is left of a medium black hexagon,a small purple octagon is left of a medium black hexagon
4197,src/data/images/type-a/png/4197.png,a small pink octagon is left of a small red square,a medium pink octagon is left of a medium red square
5949,src/data/images/type-a/png/5949.png,a big blue octagon can be seen left of a medium blue hexagon,a big blue octagon is left of a small blue hexagon
9657,src/data/images/type-a/png/9657.png,a medium red circle can be seen above a medium blue octagon,a big red circle is above a small blue octagon
507,src/data/images/type-a/png/507.png,a medium pink circle can be seen right of a big yellow triangle,a medium yellow triangle is left of a medium pink circle
7568,src/data/images/type-a/png/7568.png,a big orange circle is right of a big black hexagon,a medium black hexagon is left of a medium orange circle
4939,src/data/images/type-a/png/4939.png,the big pink circle is positioned above a big pink diamond,a medium pink circle is above a medium pink diamond
7578,src/data/images/type-a/png/7578.png,right of a medium pink circle is a big green triangle,a medium pink circle is left of a small green triangle
9722,src/data/images/type-a/png/9722.png,the small orange hexagon is positioned left of a medium orange octagon,a small orange hexagon is left of a big orange octagon
4300,src/data/images/type-a/png/4300.png,above a small yellow square is a big purple circle,a big purple circle is above a small yellow square
3589,src/data/images/type-a/png/3589.png,a big green circle can be seen below a medium purple hexagon,a small purple hexagon is above a big green circle
7810,src/data/images/type-a/png/7810.png,the small green octagon is positioned below a small red diamond,a medium red diamond is above a medium green octagon
1148,src/data/images/type-a/png/1148.png,a small purple diamond is below a small green circle,a medium green circle is above a medium purple diamond
4147,src/data/images/type-a/png/4147.png,below a big blue square is a small blue triangle,a big blue square is above a small blue triangle
3431,src/data/images/type-a/png/3431.png,a small green circle is left of a big pink hexagon,a medium green circle is left of a medium pink hexagon
7423,src/data/images/type-a/png/7423.png,the small orange hexagon is positioned below a medium orange circle,a medium orange circle is above a small orange hexagon
8178,src/data/images/type-a/png/8178.png,a small orange triangle can be seen right of a medium purple hexagon,a medium purple hexagon is left of a small orange triangle
1532,src/data/images/type-a/png/1532.png,the big pink circle is positioned right of a small blue square,a small blue square is left of a medium pink circle
5399,src/data/images/type-a/png/5399.png,below a medium pink square is a medium yellow square,a small pink square is above a small yellow square
7380,src/data/images/type-a/png/7380.png,below a medium blue circle is a big blue circle,a small blue circle is above a big blue circle
4813,src/data/images/type-a/png/4813.png,a medium purple triangle can be seen above a small blue octagon,a medium purple triangle is above a medium blue octagon
1223,src/data/images/type-a/png/1223.png,right of a medium red square is a medium yellow hexagon,a medium red square is left of a medium yellow hexagon
6379,src/data/images/type-a/png/6379.png,the small green hexagon is positioned below a big purple square,a big purple square is above a small green hexagon
2958,src/data/images/type-a/png/2958.png,a big purple octagon can be seen below a medium red diamond,a medium red diamond is above a medium purple octagon
8836,src/data/images/type-a/png/8836.png,the medium black circle is positioned above a small black triangle,a big black circle is above a small black triangle
2013,src/data/images/type-a/png/2013.png,the small red hexagon is positioned right of a medium yellow diamond,a medium yellow diamond is left of a small red hexagon
6572,src/data/images/type-a/png/6572.png,right of a medium red circle is a small red octagon,a big red circle can be seen left of a small red octagon
1634,src/data/images/type-a/png/1634.png,a small pink triangle can be seen below a big blue square,a medium blue square is above a small pink triangle
4016,src/data/images/type-a/png/4016.png,a medium green square can be seen above a small red circle,a medium green square is above a small red circle
4242,src/data/images/type-a/png/4242.png,above a big blue circle is a medium orange triangle,a medium orange triangle is above a medium blue circle
6609,src/data/images/type-a/png/6609.png,left of a small black hexagon is a small purple triangle,a small purple triangle is left of a small black hexagon
5450,src/data/images/type-a/png/5450.png,a big black triangle is below a small black square,a small black square is above a black triangle
4309,src/data/images/type-a/png/4309.png,right of a small blue circle is a medium red square,a medium blue circle is left of a medium red square
114,src/data/images/type-a/png/114.png,a medium pink triangle is left of a small red triangle,a medium pink triangle is left of a small red triangle
9441,src/data/images/type-a/png/9441.png,a medium black square can be seen above a medium purple triangle,a small black square is above a small purple triangle
2955,src/data/images/type-a/png/2955.png,a big purple circle can be seen below a medium green square,a medium green square is above a big purple circle
9172,src/data/images/type-a/png/9172.png,above a small purple hexagon is a small green diamond,a medium green diamond is above a medium purple hexagon
8173,src/data/images/type-a/png/8173.png,a medium purple hexagon can be seen left of a big blue circle,a medium purple hexagon is left of a big blue circle
7215,src/data/images/type-a/png/7215.png,a big green hexagon is below a medium red hexagon,a medium red hexagon is above a medium green hexagon
4201,src/data/images/type-a/png/4201.png,a medium red hexagon can be seen below a small orange hexagon,a small orange hexagon is above a big red hexagon
6123,src/data/images/type-a/png/6123.png,above a big pink diamond is a big pink octagon,a medium pink octagon is above a small pink diamond
7995,src/data/images/type-a/png/7995.png,below a small orange circle is a small green triangle,a medium orange circle is above a small green triangle
7494,src/data/images/type-a/png/7494.png,below a small pink hexagon is a medium red square,a small pink hexagon is above a medium red square
2542,src/data/images/type-a/png/2542.png,a big orange diamond is below a big orange hexagon,a medium orange hexagon is above a medium orange diamond
7292,src/data/images/type-a/png/7292.png,left of a big pink circle is a big yellow square,a medium yellow square is left of a medium pink circle
1295,src/data/images/type-a/png/1295.png,right of a small pink circle is a medium purple hexagon,a medium pink circle is left of a medium purple hexagon
9933,src/data/images/type-a/png/9933.png,below a small green hexagon is a big orange circle,a small green hexagon is above a big orange circle
9200,src/data/images/type-a/png/9200.png,the big orange square is positioned below a medium orange square,a small orange square is above a big orange square
3421,src/data/images/type-a/png/3421.png,the small yellow triangle is positioned below a small purple circle,a medium purple circle is above a small yellow triangle
8886,src/data/images/type-a/png/8886.png,a medium yellow octagon is below a medium black square,a small black square is above a medium yellow octagon
7093,src/data/images/type-a/png/7093.png,a small orange hexagon can be seen right of a big blue circle,a big blue circle is left of a small orange hexagon
7206,src/data/images/type-a/png/7206.png,a small green diamond is left of a big blue circle,a small green diamond is left of a big blue circle
4665,src/data/images/type-a/png/4665.png,the big pink hexagon is positioned above a small blue circle,a medium pink hexagon is above a small blue circle
4171,src/data/images/type-a/png/4171.png,a big red octagon is below a medium orange triangle,a small orange triangle is above a big red octagon
2449,src/data/images/type-a/png/2449.png,a big blue circle is below a big blue triangle,a medium blue triangle is above a medium blue circle
5928,src/data/images/type-a/png/5928.png,a big blue triangle is above a medium red circle,a medium blue triangle is above a medium red circle
2352,src/data/images/type-a/png/2352.png,the small red circle is positioned below a big yellow square,a medium yellow square is above a small red circle
6868,src/data/images/type-a/png/6868.png,a small pink square can be seen left of a big red square,the small pink square is left of a big red square
652,src/data/images/type-a/png/652.png,a big pink circle is above a small red hexagon,a medium pink circle is above a small red hexagon
4940,src/data/images/type-a/png/4940.png,above a small red triangle is a medium blue circle,a big blue circle is above a small red triangle
1006,src/data/images/type-a/png/1006.png,a small red circle is above a big blue square,a small red circle is above a medium blue square
4635,src/data/images/type-a/png/4635.png,a medium red square is above a small yellow hexagon,a big red square is above a small yellow hexagon
5568,src/data/images/type-a/png/5568.png,a big green triangle can be seen above a big red hexagon,a small green triangle is above a big red hexagon
3300,src/data/images/type-a/png/3300.png,a big blue diamond is right of a medium green diamond,a small green diamond is left of a medium blue diamond
2920,src/data/images/type-a/png/2920.png,a medium blue triangle can be seen left of a big blue triangle,a small blue triangle is right of a big blue triangle
8198,src/data/images/type-a/png/8198.png,right of a medium pink circle is a small red square,a big pink circle is left of a small red square
8662,src/data/images/type-a/png/8662.png,below a big green square is a small purple triangle,a big green square is above a small purple triangle
3879,src/data/images/type-a/png/3879.png,a big purple octagon is right of a small black hexagon,the small black hexagon is positioned left of a medium purple octagon
3983,src/data/images/type-a/png/3983.png,the medium blue square is positioned above a medium purple square,a medium blue square is above a medium purple square
5273,src/data/images/type-a/png/5273.png,a big pink triangle can be seen above a big blue octagon,a small pink triangle is above a big blue octagon
7979,src/data/images/type-a/png/7979.png,the small black square is positioned below a medium black hexagon,a medium black hexagon is above a small black square
1552,src/data/images/type-a/png/1552.png,a big blue square is left of a medium black square,the medium blue square is positioned left of a small black square
2220,src/data/images/type-a/png/2220.png,the small orange square is positioned right of a big purple circle,the big purple circle is positioned left of a medium orange square
5532,src/data/images/type-a/png/5532.png,the big red circle is positioned right of a big green diamond,a medium green diamond is left of a big red circle
6326,src/data/images/type-a/png/6326.png,a small black circle can be seen left of a small yellow hexagon,a medium black circle is left of a medium yellow hexagon
4669,src/data/images/type-a/png/4669.png,a medium blue triangle is left of a big orange triangle,a small blue triangle is left of a small orange triangle
3043,src/data/images/type-a/png/3043.png,a big purple diamond can be seen above a medium red circle,a medium purple diamond is above a medium red circle
8479,src/data/images/type-a/png/8479.png,a medium pink triangle is right of a small purple circle,a medium purple circle is left of a small pink triangle
7734,src/data/images/type-a/png/7734.png,a medium yellow square can be seen left of a medium purple triangle,a medium yellow square is left of a small purple triangle
1419,src/data/images/type-a/png/1419.png,a big red triangle can be seen right of a big pink square,a medium pink square is left of a medium red triangle
6866,src/data/images/type-a/png/6866.png,the small red diamond is positioned left of a medium orange diamond,a small red diamond is left of a medium orange diamond
4576,src/data/images/type-a/png/4576.png,a big purple circle can be seen left of a small purple square,a big purple circle is left of a small purple square
9050,src/data/images/type-a/png/9050.png,a small pink square is above a big yellow triangle,a small pink square is above a medium yellow triangle
7569,src/data/images/type-a/png/7569.png,right of a small green hexagon is a medium blue square,a small green hexagon is left of a medium blue square
7759,src/data/images/type-a/png/7759.png,the medium yellow diamond is positioned below a big pink octagon,a medium pink octagon is above a small yellow diamond
8724,src/data/images/type-a/png/8724.png,the medium orange octagon is positioned right of a big pink octagon,a big pink octagon is left of a small orange octagon
5861,src/data/images/type-a/png/5861.png,the big pink triangle is positioned left of a medium pink hexagon,a medium pink triangle is left of a medium pink hexagon
8275,src/data/images/type-a/png/8275.png,a medium yellow diamond is left of a medium blue hexagon,a medium yellow diamond is left of a medium blue hexagon
2574,src/data/images/type-a/png/2574.png,a medium pink octagon can be seen below a big blue square,a big blue square is above a small pink octagon
944,src/data/images/type-a/png/944.png,a small green circle can be seen above a big black triangle,a medium green circle is above a small black triangle
7390,src/data/images/type-a/png/7390.png,the medium purple circle is positioned left of a small pink triangle,a big purple circle is left of a small pink triangle
3085,src/data/images/type-a/png/3085.png,the medium red diamond is positioned right of a medium red triangle,a medium red triangle is left of a medium red diamond
5585,src/data/images/type-a/png/5585.png,right of a big orange hexagon is a medium green triangle,the medium orange hexagon is positioned left of a small green triangle
4781,src/data/images/type-a/png/4781.png,left of a big orange diamond is a medium red diamond,a small red diamond is left of a medium orange diamond
3318,src/data/images/type-a/png/3318.png,a medium purple hexagon can be seen above a small black octagon,a medium purple hexagon is above a small black octagon
6221,src/data/images/type-a/png/6221.png,the small pink circle is positioned right of a big yellow octagon,a big yellow octagon is left of a small pink circle
5770,src/data/images/type-a/png/5770.png,below a big pink hexagon is a medium orange diamond,a medium pink hexagon is above a medium orange diamond
3274,src/data/images/type-a/png/3274.png,a small yellow circle is left of a small green circle,a medium yellow circle is left of a medium green circle
3090,src/data/images/type-a/png/3090.png,a small green hexagon can be seen left of a medium purple square,a small green hexagon is left of a medium purple square
6562,src/data/images/type-a/png/6562.png,a small purple square is right of a medium orange hexagon,a medium orange hexagon is left of a small purple square
6488,src/data/images/type-a/png/6488.png,the big pink octagon is positioned right of a big red square,a big red square is left of a medium pink octagon
2384,src/data/images/type-a/png/2384.png,below a medium pink octagon is a big black square,a small pink octagon is above a big black square
1963,src/data/images/type-a/png/1963.png,a medium pink square is right of a small pink octagon,the small pink octagon is left of a medium pink square
4257,src/data/images/type-a/png/4257.png,the medium black octagon is positioned above a small purple diamond,a big black octagon is above a small purple diamond
1066,src/data/images/type-a/png/1066.png,a small orange square is above a medium green hexagon,a medium orange square is above a medium green hexagon
9551,src/data/images/type-a/png/9551.png,a big purple hexagon is right of a medium purple circle,a medium purple circle is left of a medium purple hexagon
2424,src/data/images/type-a/png/2424.png,a medium green square is right of a small green triangle,a small green triangle is left of a medium green square
6251,src/data/images/type-a/png/6251.png,a small green hexagon is right of a big red square,a big red square is left of a small green hexagon
1281,src/data/images/type-a/png/1281.png,a small green circle can be seen below a small orange hexagon,a small orange hexagon is above a medium green circle
1700,src/data/images/type-a/png/1700.png,the medium yellow hexagon is positioned below a small blue circle,a medium blue circle is above a medium yellow hexagon
3207,src/data/images/type-a/png/3207.png,above a big blue octagon is a small blue circle,a medium blue circle is above a medium blue octagon
4894,src/data/images/type-a/png/4894.png,a small orange octagon is right of a big purple diamond,a big purple diamond is left of a small orange octagon
162,src/data/images/type-a/png/162.png,the small purple octagon is positioned below a big blue octagon,a big blue octagon is above a small purple octagon
8234,src/data/images/type-a/png/8234.png,the medium pink hexagon is positioned below a small red square,a medium red square is above a medium pink hexagon
1423,src/data/images/type-a/png/1423.png,a big yellow circle can be seen left of a small black triangle,a big yellow circle is left of a small black triangle
5695,src/data/images/type-a/png/5695.png,below a medium purple circle is a small pink square,a medium purple circle is above a small pink square
2849,src/data/images/type-a/png/2849.png,the big green diamond is positioned above a small blue triangle,a medium green diamond is above a small blue triangle
4497,src/data/images/type-a/png/4497.png,left of a big green hexagon is a big orange octagon,a medium orange octagon is left of a medium green hexagon
1051,src/data/images/type-a/png/1051.png,a medium black octagon can be seen above a small black triangle,a big black octagon is above a small black triangle
1147,src/data/images/type-a/png/1147.png,left of a big red octagon is a small black octagon,a small black octagon is left of a big red octagon
6752,src/data/images/type-a/png/6752.png,a big black circle is below a small green hexagon,a medium green hexagon is above a big black circle
2665,src/data/images/type-a/png/2665.png,left of a big green diamond is a small red square,a small red square is left of a medium green diamond
3624,src/data/images/type-a/png/3624.png,a medium yellow triangle can be seen left of a small red square,the medium yellow triangle is positioned left of a medium red square
3054,src/data/images/type-a/png/3054.png,the small yellow hexagon is positioned left of a medium orange octagon,a small yellow hexagon is left of a medium orange octagon
1559,src/data/images/type-a/png/1559.png,a medium yellow triangle is below a small pink square,a medium pink square is above a medium yellow triangle
6475,src/data/images/type-a/png/6475.png,the small orange circle is positioned left of a big black diamond,a medium orange circle is left of a big black diamond
1292,src/data/images/type-a/png/1292.png,a small red octagon can be seen below a medium green octagon,a medium green octagon is above a small red octagon
8599,src/data/images/type-a/png/8599.png,a big black hexagon can be seen left of a medium orange triangle,a big black hexagon is left of a small orange triangle
8830,src/data/images/type-a/png/8830.png,the small purple octagon is positioned above a small blue triangle,a medium purple octagon is above a small blue triangle
2935,src/data/images/type-a/png/2935.png,above a big black diamond is a medium yellow circle,a medium yellow circle is above a medium black diamond
5015,src/data/images/type-a/png/5015.png,the small purple octagon is positioned left of a medium yellow circle,a small purple octagon is left of a medium yellow circle
758,src/data/images/type-a/png/758.png,a small red square can be seen above a medium yellow triangle,a medium red square is above a small yellow triangle
1387,src/data/images/type-a/png/1387.png,a big yellow hexagon is above a medium pink triangle,a medium yellow hexagon is above a small pink triangle
1578,src/data/images/type-a/png/1578.png,left of a small purple octagon is a big blue circle,a big blue circle is left of a small purple octagon
8570,src/data/images/type-a/png/8570.png,a big red circle can be seen above a medium green diamond,a big red circle is above a medium green diamond
9264,src/data/images/type-a/png/9264.png,the medium green triangle is positioned above a medium blue hexagon,a medium green triangle is above a medium blue hexagon
9907,src/data/images/type-a/png/9907.png,a small blue octagon can be seen above a medium yellow circle,a small blue octagon is above a medium yellow circle
5872,src/data/images/type-a/png/5872.png,left of a big blue octagon is a small red square,a small red square is left of a big blue octagon
9992,src/data/images/type-a/png/9992.png,left of a medium black square is a big yellow octagon,a medium yellow octagon is left of a small black square
3235,src/data/images/type-a/png/3235.png,the medium green square is positioned left of a small purple circle,a medium green square is left of a small purple circle
4775,src/data/images/type-a/png/4775.png,left of a small red square is a small blue hexagon,a medium blue hexagon is left of a medium red square
4893,src/data/images/type-a/png/4893.png,below a medium blue diamond is a small pink diamond,a medium blue diamond is above a small pink diamond
2127,src/data/images/type-a/png/2127.png,above a big green triangle is a big red octagon,a big red octagon is above a green triangle
6783,src/data/images/type-a/png/6783.png,a small pink square can be seen below a medium red triangle,a big red triangle is above a small pink square
2842,src/data/images/type-a/png/2842.png,right of a small green circle is a medium green circle,a small green circle is left of a big green circle
2189,src/data/images/type-a/png/2189.png,a big pink octagon is below a big pink hexagon,a medium pink hexagon is above a medium pink octagon
7916,src/data/images/type-a/png/7916.png,a big green hexagon is above a medium orange diamond,a medium green hexagon is above a medium orange diamond
84,src/data/images/type-a/png/84.png,the small purple square is positioned right of a big purple octagon,the big purple octagon is left of a small purple square
6958,src/data/images/type-a/png/6958.png,a big black diamond can be seen above a big red diamond,a medium black diamond is above a medium red diamond
5737,src/data/images/type-a/png/5737.png,a big orange diamond is above a medium yellow triangle,a medium orange diamond is above a small yellow triangle
6112,src/data/images/type-a/png/6112.png,a big red hexagon can be seen below a small yellow diamond,a small yellow diamond is above a big red hexagon
2331,src/data/images/type-a/png/2331.png,right of a big pink diamond is a small blue circle,a medium pink diamond is left of a medium blue circle
8580,src/data/images/type-a/png/8580.png,below a medium orange square is a small pink triangle,a medium orange square is above a small pink triangle
2948,src/data/images/type-a/png/2948.png,a medium blue hexagon is below a medium yellow triangle,a medium yellow triangle is above a medium blue hexagon
1894,src/data/images/type-a/png/1894.png,above a medium green circle is a medium black diamond,a small black diamond is above a medium green circle
1407,src/data/images/type-a/png/1407.png,a small yellow octagon is below a medium pink triangle,a medium pink triangle is above a medium yellow octagon
8582,src/data/images/type-a/png/8582.png,a big red hexagon can be seen above a small black triangle,a medium red hexagon is above a small black triangle
5939,src/data/images/type-a/png/5939.png,right of a medium red square is a big black octagon,a medium red square is left of a medium black octagon
7433,src/data/images/type-a/png/7433.png,left of a big purple diamond is a small black octagon,a small black octagon is left of a medium purple diamond
2827,src/data/images/type-a/png/2827.png,the big purple octagon is positioned above a small yellow triangle,a big purple octagon is above a small yellow triangle
5306,src/data/images/type-a/png/5306.png,a small yellow diamond can be seen below a medium red circle,a big red circle is above a small yellow diamond
9664,src/data/images/type-a/png/9664.png,the big purple hexagon is positioned right of a small green triangle,a small green triangle is left of a medium purple hexagon
9963,src/data/images/type-a/png/9963.png,a small orange circle can be seen above a big green hexagon,a medium orange circle is above a medium green hexagon
3261,src/data/images/type-a/png/3261.png,the medium blue triangle is positioned below a small yellow octagon,a medium yellow octagon is above a medium blue triangle
1836,src/data/images/type-a/png/1836.png,the big blue triangle is positioned left of a medium yellow triangle,a medium blue triangle is left of a small yellow triangle
620,src/data/images/type-a/png/620.png,left of a small red diamond is a small orange hexagon,a medium orange hexagon is left of a small red diamond
8427,src/data/images/type-a/png/8427.png,a small red hexagon can be seen right of a medium pink hexagon,a medium pink hexagon is right of a small red hexagon
8031,src/data/images/type-a/png/8031.png,a medium pink diamond can be seen right of a big orange octagon,a medium orange octagon is left of a small pink diamond
933,src/data/images/type-a/png/933.png,a small orange circle can be seen above a medium pink triangle,a medium orange circle is above a small pink triangle
6056,src/data/images/type-a/png/6056.png,a medium blue diamond can be seen right of a big red octagon,a big red octagon is left of a small blue diamond
5,src/data/images/type-a/png/5.png,a medium green octagon is left of a big yellow octagon,a small green octagon is left of a big yellow octagon
9571,src/data/images/type-a/png/9571.png,a medium yellow triangle is above a big pink diamond,a medium yellow triangle is above a medium pink diamond
6261,src/data/images/type-a/png/6261.png,left of a big black circle is a medium green circle,a small green circle is left of a big black circle
2419,src/data/images/type-a/png/2419.png,a small purple triangle is above a small red diamond,a medium purple triangle is above a medium red diamond
2325,src/data/images/type-a/png/2325.png,a big orange circle can be seen above a small yellow diamond,a big orange circle is above a small yellow diamond
3327,src/data/images/type-a/png/3327.png,right of a big green circle is a big green octagon,a big green circle is left of a medium green octagon
9775,src/data/images/type-a/png/9775.png,the big yellow hexagon is positioned below a small red triangle,a small red triangle is above a big yellow hexagon
1255,src/data/images/type-a/png/1255.png,a medium pink hexagon is above a big orange square,a small pink hexagon is above a medium orange square
631,src/data/images/type-a/png/631.png,a big orange circle can be seen right of a big green circle,a medium green circle is left of a medium orange circle
7583,src/data/images/type-a/png/7583.png,a big pink hexagon can be seen right of a medium black octagon,a medium black octagon is left of a medium pink hexagon
3802,src/data/images/type-a/png/3802.png,the medium red triangle is positioned right of a big pink square,a medium pink square is left of a small red triangle
8221,src/data/images/type-a/png/8221.png,right of a small orange octagon is a small black octagon,a medium orange octagon is left of a medium black octagon
8151,src/data/images/type-a/png/8151.png,the medium red hexagon is positioned below a medium orange triangle,a medium orange triangle is above a medium red hexagon
6196,src/data/images/type-a/png/6196.png,the small black triangle is positioned left of a medium purple diamond,a small black triangle is left of a medium purple diamond
8246,src/data/images/type-a/png/8246.png,a small blue diamond can be seen right of a small pink diamond,a small pink diamond is left of a small blue diamond
9425,src/data/images/type-a/png/9425.png,a big green hexagon can be seen right of a small blue triangle,a small blue triangle is left of a medium green hexagon
16,src/data/images/type-a/png/16.png,right of a medium blue triangle is a medium green triangle,a small blue triangle is left of a small green triangle
3132,src/data/images/type-a/png/3132.png,a big yellow diamond can be seen below a small yellow triangle,a small yellow triangle is above a big yellow diamond
3496,src/data/images/type-a/png/3496.png,the big red circle is positioned right of a medium pink square,a small pink square is left of a big red circle
714,src/data/images/type-a/png/714.png,a medium green circle can be seen above a medium orange square,a medium green circle is above a medium orange square
5263,src/data/images/type-a/png/5263.png,a big pink diamond is right of a medium green hexagon,a medium green hexagon is left of a medium pink diamond
8153,src/data/images/type-a/png/8153.png,the medium red hexagon is positioned below a medium orange hexagon,a medium orange hexagon is above a medium red hexagon
7048,src/data/images/type-a/png/7048.png,a big yellow octagon can be seen left of a small blue circle,a big yellow octagon is left of a small blue circle
9945,src/data/images/type-a/png/9945.png,below a small red hexagon is a big red octagon,a small red hexagon is above a big red octagon
1876,src/data/images/type-a/png/1876.png,right of a small green octagon is a medium blue octagon,a small green octagon is left of a big blue octagon
3762,src/data/images/type-a/png/3762.png,a big purple diamond can be seen above a small pink circle,a medium purple diamond is above a small pink circle
9328,src/data/images/type-a/png/9328.png,a small blue diamond is left of a small red circle,a small blue diamond is left of a small red circle
1947,src/data/images/type-a/png/1947.png,a small pink octagon can be seen right of a small yellow square,a medium yellow square is left of a small pink octagon
4189,src/data/images/type-a/png/4189.png,a medium yellow hexagon is right of a big pink circle,a medium pink circle is left of a medium yellow hexagon
4890,src/data/images/type-a/png/4890.png,a big blue octagon is left of a big black square,a medium blue octagon is left of a medium black square
279,src/data/images/type-a/png/279.png,left of a medium pink octagon is a medium purple square,a medium purple square is left of a medium pink octagon
8444,src/data/images/type-a/png/8444.png,the small green triangle is positioned above a big red triangle,a small green triangle is above a big red triangle
3345,src/data/images/type-a/png/3345.png,a small red triangle is right of a medium yellow octagon,a big yellow octagon is left of a small red triangle
3160,src/data/images/type-a/png/3160.png,a big blue triangle can be seen left of a big yellow circle,a medium blue triangle is left of a medium yellow circle
7498,src/data/images/type-a/png/7498.png,a medium black diamond can be seen below a medium blue diamond,a medium blue diamond is above a medium black diamond
5660,src/data/images/type-a/png/5660.png,above a medium pink triangle is a small red square,a medium red square is above a small pink triangle
6129,src/data/images/type-a/png/6129.png,right of a small black circle is a big pink square,a small black circle is left of a medium pink square
1879,src/data/images/type-a/png/1879.png,a medium pink hexagon is above a medium blue hexagon,a medium pink hexagon is above a medium blue hexagon
2702,src/data/images/type-a/png/2702.png,a big pink triangle is right of a medium red hexagon,a big red hexagon is left of a medium pink triangle
7609,src/data/images/type-a/png/7609.png,below a small pink triangle is a medium black hexagon,a small pink triangle is above a big black hexagon
9787,src/data/images/type-a/png/9787.png,a medium orange hexagon can be seen left of a big purple triangle,a medium orange hexagon is left of a medium purple triangle
5686,src/data/images/type-a/png/5686.png,below a medium blue triangle is a big red diamond,a medium blue triangle is above a medium red diamond
5883,src/data/images/type-a/png/5883.png,a medium green circle is below a small pink diamond,a medium green circle is below a small pink diamond
7938,src/data/images/type-a/png/7938.png,the medium blue square is positioned left of a small yellow triangle,the big blue square is left of a small yellow triangle
9322,src/data/images/type-a/png/9322.png,the big red circle is positioned left of a small orange circle,a big red circle is right of a medium orange circle
8015,src/data/images/type-a/png/8015.png,the big orange diamond is positioned above a small purple hexagon,a big orange diamond is above a small purple hexagon
992,src/data/images/type-a/png/992.png,a medium yellow octagon can be seen right of a medium red hexagon,a medium red hexagon is left of a medium yellow octagon
3047,src/data/images/type-a/png/3047.png,the big yellow circle is positioned above a small pink triangle,a big yellow circle is above a small pink triangle
6683,src/data/images/type-a/png/6683.png,a big pink diamond can be seen right of a small black square,the small black square is left of a small pink diamond
2881,src/data/images/type-a/png/2881.png,right of a big red hexagon is a small blue hexagon,a big red hexagon is right of a small blue hexagon
6094,src/data/images/type-a/png/6094.png,a big green diamond is below a big blue triangle,a medium blue triangle is above a medium green diamond
1696,src/data/images/type-a/png/1696.png,a big pink hexagon is right of a big purple triangle,a medium purple triangle is left of a medium pink hexagon
2305,src/data/images/type-a/png/2305.png,above a medium black circle is a big green triangle,a medium green triangle is above a medium black circle
6158,src/data/images/type-a/png/6158.png,right of a big pink octagon is a big red octagon,the medium pink octagon is positioned left of a medium red octagon
429,src/data/images/type-a/png/429.png,the big purple hexagon is positioned above a medium blue square,a medium purple hexagon is above a medium blue square
2487,src/data/images/type-a/png/2487.png,the medium red octagon is positioned below a medium pink circle,a medium pink circle is above a medium red octagon
1659,src/data/images/type-a/png/1659.png,right of a small purple diamond is a small pink octagon,a small purple diamond is left of a small pink octagon
4281,src/data/images/type-a/png/4281.png,the small green circle is positioned above a small blue octagon,a medium green circle is above a small blue octagon
5245,src/data/images/type-a/png/5245.png,a medium orange octagon is above a medium red hexagon,a medium orange octagon is above a medium red hexagon
7869,src/data/images/type-a/png/7869.png,a medium blue circle can be seen left of a small yellow circle,a big blue circle is left of a small yellow circle
5603,src/data/images/type-a/png/5603.png,the medium pink hexagon is positioned below a medium red diamond,a medium red diamond is above a small pink hexagon
8127,src/data/images/type-a/png/8127.png,left of a medium green octagon is a small green diamond,a small green diamond is left of a big green octagon
